,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
19,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-04-05 16:00:32.000000,2023-04-04 08:07:26,12164.0,61.0,4283.0,478.0,2894.0,545.0,4287.0,21245.0,Asynchronous task queue/job queue based on distributed message passing.,1273.0,43,False,2023-02-19 11:47:50,5.3.0b2,38.0,celery,conda-forge/celery,,,,98226.0,98226.0,https://pypi.org/project/celery,6236770.0,6250507.0,https://anaconda.org/conda-forge/celery,2022-05-29 18:35:32.713,1167678.0,,,,,1.0,,,,,,,,,,,,,,,
20,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-04-06 09:33:54.000000,2023-04-02 01:06:09,3240.0,84.0,3586.0,443.0,2864.0,239.0,2708.0,14813.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",281.0,43,True,2023-01-24 03:15:36,3.3.5,27.0,lightgbm,conda-forge/lightgbm,,,,20311.0,20311.0,https://pypi.org/project/lightgbm,6111764.0,6137793.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1618657.0,,,,,1.0,185157.0,,,,,,,,,,,,,,
21,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-04-03 23:29:05.000000,2023-04-03 23:29:01,3130.0,29.0,1642.0,257.0,982.0,105.0,2177.0,10555.0,Statistical data visualization in Python.,190.0,43,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,240809.0,240809.0,https://pypi.org/project/seaborn,9296128.0,9375600.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,6357616.0,,,,,1.0,241.0,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-04-06 00:12:15.000000,2023-04-05 20:21:59,5426.0,108.0,1527.0,190.0,4524.0,575.0,1178.0,6184.0,TensorFlows Visualization Toolkit.,297.0,43,True,2023-03-31 21:48:19,2.12.1,49.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],156766.0,156766.0,https://pypi.org/project/tensorboard,18677528.0,18736625.0,https://anaconda.org/conda-forge/tensorboard,2023-02-13 14:15:05.263,3841314.0,,,,,1.0,,,,,,,,,,,,,,,
23,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-04-06 14:01:27.000000,2023-04-06 12:56:35,41044.0,1621.0,4933.0,730.0,36001.0,991.0,15454.0,20000.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1001.0,42,True,2022-12-13 09:22:18,2.4.1,58.0,paddlepaddle,,,,['paddle'],214.0,214.0,https://pypi.org/project/paddlepaddle,147738.0,147929.0,,,,,,,,2.0,15345.0,,,,,,,,,,,,,,
24,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-04-01 18:00:19.000000,2023-03-13 06:42:52,14438.0,13.0,2580.0,468.0,1411.0,223.0,1475.0,11746.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,439.0,42,True,,,17.0,nltk,conda-forge/nltk,,,,185253.0,185253.0,https://pypi.org/project/nltk,10296459.0,10319883.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1873974.0,,,,,1.0,,,,,,,,,,,,,,,
25,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-04-06 07:46:35.000000,2023-04-05 22:52:26,4418.0,125.0,1874.0,1717.0,4219.0,178.0,2459.0,10745.0,WebGL2 powered visualization framework.,223.0,42,True,2023-04-05 23:28:11,8.9.7,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],5635.0,5635.0,https://pypi.org/project/pydeck,1161693.0,1635111.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,325800.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,464845.0,,,,,,,,,,
26,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-04-06 12:49:46.000000,2023-04-06 02:41:40,13493.0,147.0,2045.0,186.0,4061.0,474.0,1948.0,5330.0,Image processing in Python.,606.0,42,False,2023-02-28 23:32:35,0.20.0,21.0,scikit-image,conda-forge/scikit-image,,,,134785.0,134785.0,https://pypi.org/project/scikit-image,7433695.0,7491766.0,https://anaconda.org/conda-forge/scikit-image,2023-04-05 05:46:35.678,4819909.0,,,,,1.0,,,,,,,,,,,,,,,
27,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-04-06 02:59:15.000000,2023-04-06 00:25:56,7986.0,352.0,18418.0,1921.0,6204.0,284.0,11402.0,57814.0,Deep Learning for humans.,1175.0,41,True,2023-03-21 20:12:17,2.12.0,47.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,10880348.0,10917407.0,https://anaconda.org/conda-forge/keras,2023-03-25 02:52:58.755,2964781.0,,,,,2.0,,,,,,,,,,,,,,,
28,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-04-05 17:20:26.000000,2023-04-04 16:47:21,6739.0,200.0,1794.0,407.0,927.0,692.0,785.0,18447.0,Data Apps & Dashboards for Python. No JavaScript Required.,133.0,41,True,2023-03-29 18:52:50,2.9.2,92.0,dash,conda-forge/dash,,,,43984.0,43984.0,https://pypi.org/project/dash,1469794.0,1484896.0,https://anaconda.org/conda-forge/dash,2023-03-30 00:07:54.401,891070.0,,,,,1.0,,,,,,,,,,,,,,,
29,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-04-06 13:31:45.000000,2023-04-05 13:31:06,31472.0,429.0,4147.0,345.0,5589.0,1.0,6640.0,15923.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",579.0,41,True,2023-04-05 14:19:47,3.5.4,100.0,rasa,,,,['tensorflow'],3171.0,3171.0,https://pypi.org/project/rasa,156664.0,156664.0,,,,,,,,1.0,,,,,,,,,,,,,,,
30,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-04-06 07:32:31.000000,2023-04-06 07:11:35,2291.0,173.0,3356.0,433.0,2674.0,301.0,1975.0,14417.0,Open standard for machine learning interoperability.,273.0,41,True,2023-02-22 18:47:36,1.13.1,24.0,onnx,conda-forge/onnx,,,,13955.0,13955.0,https://pypi.org/project/onnx,2935396.0,2946237.0,https://anaconda.org/conda-forge/onnx,2023-03-21 10:27:00.271,686343.0,,,,,1.0,18626.0,,,,,,,,,,,,,,
31,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-04-01 12:59:51.000000,2023-03-13 05:30:56,4444.0,17.0,4119.0,432.0,1663.0,365.0,1432.0,14160.0,Topic Modelling for Humans.,445.0,41,True,2022-12-21 00:42:57,4.3.0,42.0,gensim,conda-forge/gensim,,,,43703.0,43703.0,https://pypi.org/project/gensim,4287751.0,4302985.0,https://anaconda.org/conda-forge/gensim,2023-03-28 02:35:38.702,1017498.0,,,,,1.0,4281.0,,,,,,,,,,,,,,
32,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-04-06 12:19:03.000000,2023-04-05 20:51:59,7251.0,102.0,2786.0,281.0,3240.0,185.0,2775.0,12454.0,Network Analysis in Python.,647.0,41,False,2023-04-04 20:05:38,networkx-3.1,52.0,networkx,conda-forge/networkx,,,,148517.0,148517.0,https://pypi.org/project/networkx,23917599.0,24054900.0,https://anaconda.org/conda-forge/networkx,2023-04-05 11:11:39.426,10709486.0,,,,,1.0,64.0,,,,,,,,,,,,,,
33,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2023-04-06 14:18:56.000000,2023-04-06 13:40:02,14282.0,580.0,1150.0,154.0,5100.0,616.0,2884.0,11667.0,The easiest way to orchestrate and observe your data pipelines.,142.0,41,True,2023-03-30 18:14:34,2.9.0,157.0,prefect,conda-forge/prefect,,,,2523.0,2523.0,https://pypi.org/project/prefect,793687.0,802175.0,https://anaconda.org/conda-forge/prefect,2023-03-30 19:32:00.711,415912.0,,,,,1.0,,,,,,,,,,,,,,,
34,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-04-06 10:28:31.000000,2023-04-06 10:28:30,8627.0,364.0,1024.0,136.0,4794.0,571.0,3644.0,11320.0,Data Version Control | Git for Data & Models | ML Experiments Management.,282.0,41,True,2023-04-06 07:02:44,2.53.0,100.0,dvc,conda-forge/dvc,,,,7013.0,7013.0,https://pypi.org/project/dvc,1015720.0,1020790.0,https://anaconda.org/conda-forge/dvc,,,,,,,1.0,111558.0,,,,,dvc,dvc,dvc,,,,,,,
35,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-04-06 13:32:10.000000,2023-04-05 21:00:06,7665.0,173.0,1565.0,214.0,5223.0,748.0,3945.0,10872.0,Parallel computing with task scheduling.,580.0,41,True,,,143.0,dask,conda-forge/dask,,,,47411.0,47411.0,https://pypi.org/project/dask,7166684.0,7268128.0,https://anaconda.org/conda-forge/dask,2023-03-24 23:56:59.204,8419921.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
36,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-04-05 21:09:23.000000,2023-04-04 19:15:56,3457.0,103.0,682.0,148.0,1177.0,202.0,1568.0,8169.0,Declarative statistical visualization library for Python.,152.0,41,True,2023-01-27 23:10:18,4.2.2,21.0,altair,conda-forge/altair,,,,50345.0,50345.0,https://pypi.org/project/altair,10695883.0,10716791.0,https://anaconda.org/conda-forge/altair,2023-01-31 16:04:09.212,1693617.0,,,,,1.0,21.0,,,,,,,,,,,,,,
37,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-04-06 10:19:27.000000,2023-04-06 07:40:02,5405.0,225.0,2074.0,286.0,3164.0,623.0,2555.0,23731.0,Streamlit The fastest way to build data apps in Python.,173.0,40,True,2023-03-09 20:59:50,1.20.0,55.0,streamlit,,,,,656.0,656.0,https://pypi.org/project/streamlit,1459397.0,1459397.0,,,,,,,,1.0,,,,,,,,,,,,,,,
38,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-03-28 21:27:28.000000,2023-03-28 21:27:25,2659.0,49.0,7157.0,613.0,2174.0,136.0,1571.0,23681.0,The fastai deep learning library.,236.0,40,True,2023-03-28 20:28:42,2.7.12,49.0,fastai,,,,['pytorch'],12920.0,12920.0,https://pypi.org/project/fastai,368077.0,368077.0,,,,,,,,2.0,,,,,,,,,,,,,,,
39,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-04-06 14:09:11.000000,2023-04-06 14:09:10,13876.0,1186.0,884.0,94.0,7774.0,1337.0,3803.0,7073.0,"An orchestration platform for the development, production, and observation of data assets.",296.0,40,True,2023-04-06 02:47:57,1.2.6,132.0,dagster,conda-forge/dagster,,,,1062.0,1062.0,https://pypi.org/project/dagster,618825.0,638992.0,https://anaconda.org/conda-forge/dagster,2023-03-04 00:09:39.431,826876.0,,,,,1.0,,,,,,,,,,,,,,,
40,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-04-05 13:46:52.000000,2023-04-05 12:17:15,8249.0,116.0,2049.0,196.0,3911.0,26.0,1796.0,18009.0,Build multimodal AI services via cloud native technologies.,165.0,39,True,2023-02-24 10:22:26,3.14.1,100.0,jina,conda-forge/jina-core,jinaai/jina,,,472.0,472.0,https://pypi.org/project/jina,57341.0,91386.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,40426.0,https://hub.docker.com/r/jinaai/jina,2023-04-05 12:44:20.278767,8.0,1212889.0,2.0,,,,,,,,,,,,,,,
41,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-04-06 13:31:07.000000,2023-04-06 06:43:27,20075.0,169.0,3998.0,447.0,5670.0,672.0,6564.0,17448.0,"Interactive Data Visualization in the browser, from Python.",649.0,39,True,,,49.0,bokeh,conda-forge/bokeh,,,,206.0,206.0,https://pypi.org/project/bokeh,3576688.0,3724930.0,https://anaconda.org/conda-forge/bokeh,2023-03-14 12:50:41.968,10673470.0,,,,,1.0,,,,,,,,,,,,,,,
