,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,snap_id,dnf_id,yay_id
10,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-03-23 12:56:47.000000,2023-03-23 12:56:47,14541.0,379.0,1844.0,219.0,4179.0,88.0,2657.0,10646.0,Python Imaging Library (Fork).,433.0,47,True,2023-01-02 03:01:15,9.4.0,49.0,Pillow,conda-forge/pillow,,,,1082151.0,1082151.0,https://pypi.org/project/Pillow,55333651.0,55640781.0,https://anaconda.org/conda-forge/pillow,2023-03-08 11:59:44.515,25491824.0,,,,,1.0,,,,,,,,,,,,,,,
11,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2023-03-23 14:17:40.000000,2023-03-22 18:23:29,19224.0,829.0,11662.0,756.0,20326.0,707.0,6330.0,29990.0,"Platform to programmatically author, schedule, and monitor workflows.",2773.0,46,True,2023-03-15 00:40:12,2.5.2,61.0,apache-airflow,conda-forge/airflow,apache/airflow,,,6212.0,6212.0,https://pypi.org/project/apache-airflow,11615566.0,12763887.0,https://anaconda.org/conda-forge/airflow,2023-03-15 21:59:15.105,854288.0,https://hub.docker.com/r/apache/airflow,2023-03-15 21:31:54.960015,431.0,107466953.0,1.0,444646.0,stable/airflow,,,,,,,,,,,,,
12,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-03-20 18:00:45.000000,2023-03-19 13:42:30,14941.0,89.0,2494.0,276.0,3719.0,2395.0,2634.0,8309.0,Statsmodels: statistical modeling and econometrics in Python.,409.0,45,True,2022-11-02 16:51:52,0.13.5,23.0,statsmodels,conda-forge/statsmodels,,,,87656.0,87656.0,https://pypi.org/project/statsmodels,9270679.0,9383264.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,9119399.0,,,,,1.0,27.0,,,,,,,,,,,,,,
13,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-03-23 13:52:40.000000,2023-03-23 13:31:29,57964.0,2792.0,17191.0,1629.0,64900.0,10633.0,21680.0,64258.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3930.0,44,True,2023-03-15 19:38:58,2.0.0,44.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],,,https://pypi.org/project/torch,9377393.0,10187773.0,https://anaconda.org/pytorch/pytorch,2023-03-14 19:20:31.620,14583978.0,,,,,1.0,12421.0,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-03-23 11:27:52.000000,2023-03-22 11:17:56,15860.0,108.0,3949.0,550.0,3674.0,75.0,5299.0,25570.0,Industrial-strength Natural Language Processing (NLP) in Python.,719.0,44,True,2023-03-10 09:02:56,3.5.1,100.0,spacy,conda-forge/spacy,,,,55854.0,55854.0,https://pypi.org/project/spacy,5189947.0,5230670.0,https://anaconda.org/conda-forge/spacy,2023-03-13 22:57:38.972,2972788.0,,,,,1.0,,,,,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-03-23 13:51:15.000000,2023-03-23 13:14:23,16493.0,1019.0,4200.0,445.0,20132.0,2701.0,10522.0,24693.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,833.0,44,True,2023-02-24 15:34:15,ray-2.3.0,63.0,ray,conda-forge/ray-tune,,,,8617.0,8617.0,https://pypi.org/project/ray,2294730.0,2298597.0,https://anaconda.org/conda-forge/ray-tune,2023-02-26 10:20:09.550,104434.0,,,,,1.0,40.0,,,,,,,,,,,,,,
16,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-03-23 14:13:45.000000,2023-03-23 10:55:04,53737.0,991.0,3813.0,289.0,12270.0,4071.0,8340.0,10435.0,A computer algebra system written in pure Python.,1205.0,44,False,2022-08-30 17:24:48,sympy-1.11.1,44.0,sympy,conda-forge/sympy,,,,55399.0,55399.0,https://pypi.org/project/sympy,3697368.0,3738495.0,https://anaconda.org/conda-forge/sympy,2023-03-20 20:07:58.909,3024159.0,,,,,1.0,492846.0,,,,,,,,,,,,,,
17,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-03-23 13:21:34.000000,2023-03-23 08:12:04,6276.0,162.0,8011.0,920.0,4205.0,311.0,4440.0,23886.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",597.0,43,True,2023-02-16 15:22:41,1.7.4,49.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,50449.0,50449.0,https://pypi.org/project/xgboost,9147321.0,9198960.0,https://anaconda.org/conda-forge/xgboost,2023-03-17 07:46:42.740,3713906.0,,,,,1.0,6209.0,,,,,,,,,,,,,,
18,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-03-23 13:55:09.000000,2023-03-23 12:13:39,15371.0,1133.0,2025.0,308.0,9340.0,1080.0,2919.0,22309.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",521.0,43,True,2023-03-09 22:41:44,jaxlib-v0.4.6,64.0,jax,conda-forge/jaxlib,,,,9018.0,9018.0,https://pypi.org/project/jax,1932319.0,1946981.0,https://anaconda.org/conda-forge/jaxlib,2023-03-12 05:57:04.563,645167.0,,,,,1.0,,,,,,,,,,,,,,,
19,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-03-23 13:13:11.000000,2023-03-23 08:26:55,12152.0,55.0,4279.0,476.0,2881.0,542.0,4284.0,21150.0,Asynchronous task queue/job queue based on distributed message passing.,1272.0,43,False,2023-02-19 11:47:50,5.3.0b2,38.0,celery,conda-forge/celery,,,,97229.0,97229.0,https://pypi.org/project/celery,6142976.0,6156623.0,https://anaconda.org/conda-forge/celery,2022-05-29 18:35:32.713,1146422.0,,,,,1.0,,,,,,,,,,,,,,,
20,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-03-23 12:12:19.000000,2023-03-23 04:51:28,3229.0,91.0,3580.0,443.0,2853.0,235.0,2702.0,14769.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",281.0,43,True,2023-01-24 03:15:36,3.3.5,27.0,lightgbm,conda-forge/lightgbm,,,,19954.0,19954.0,https://pypi.org/project/lightgbm,6240492.0,6266354.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1582800.0,,,,,1.0,183633.0,,,,,,,,,,,,,,
21,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-03-22 15:57:28.000000,2023-03-20 01:19:53,3125.0,35.0,1638.0,254.0,980.0,103.0,2171.0,10499.0,Statistical data visualization in Python.,189.0,43,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,236220.0,236220.0,https://pypi.org/project/seaborn,9357337.0,9436291.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,6237253.0,,,,,1.0,240.0,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-03-23 11:29:05.000000,2023-03-23 10:52:15,5412.0,105.0,1526.0,190.0,4500.0,569.0,1177.0,6157.0,TensorFlows Visualization Toolkit.,297.0,43,True,2023-02-09 23:01:25,2.12.0,48.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],154226.0,154226.0,https://pypi.org/project/tensorboard,18972807.0,19032244.0,https://anaconda.org/conda-forge/tensorboard,2023-02-13 14:15:05.263,3804005.0,,,,,1.0,,,,,,,,,,,,,,,
23,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-03-23 14:01:59.000000,2023-03-23 11:45:10,40728.0,1476.0,4893.0,732.0,35550.0,1027.0,15320.0,19875.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,981.0,42,True,2022-12-13 09:22:18,2.4.1,58.0,paddlepaddle,,,,['paddle'],211.0,211.0,https://pypi.org/project/paddlepaddle,108694.0,108888.0,,,,,,,,2.0,15342.0,,,,,,,,,,,,,,
24,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-03-19 10:42:08.000000,2023-03-13 06:42:52,14438.0,23.0,2579.0,468.0,1411.0,222.0,1474.0,11681.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,439.0,42,True,,,17.0,nltk,conda-forge/nltk,,,,183119.0,183119.0,https://pypi.org/project/nltk,10850250.0,10873505.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1837189.0,,,,,1.0,,,,,,,,,,,,,,,
25,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-03-23 00:37:18.000000,2023-03-22 16:29:04,4404.0,131.0,1868.0,1716.0,4204.0,178.0,2453.0,10697.0,WebGL2 powered visualization framework.,222.0,42,True,2023-03-22 16:45:12,8.9.4,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],5573.0,5573.0,https://pypi.org/project/pydeck,1205525.0,1655522.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,315021.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,441483.0,,,,,,,,,,
26,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-03-23 03:28:36.000000,2023-03-22 10:59:16,3445.0,113.0,678.0,150.0,1166.0,201.0,1557.0,8122.0,Declarative statistical visualization library for Python.,151.0,42,True,2023-01-27 23:10:18,4.2.2,21.0,altair,conda-forge/altair,,,,48927.0,48927.0,https://pypi.org/project/altair,10859868.0,10880735.0,https://anaconda.org/conda-forge/altair,2023-01-31 16:04:09.212,1669432.0,,,,,1.0,21.0,,,,,,,,,,,,,,
27,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-03-23 13:59:12.000000,2023-03-17 23:26:17,13473.0,127.0,2037.0,186.0,4043.0,473.0,1941.0,5316.0,Image processing in Python.,601.0,42,False,2023-02-28 23:32:35,0.20.0,20.0,scikit-image,conda-forge/scikit-image,,,,133345.0,133345.0,https://pypi.org/project/scikit-image,7040343.0,7098223.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4746163.0,,,,,1.0,,,,,,,,,,,,,,,
28,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-03-22 22:22:22.000000,2023-03-22 22:20:30,7884.0,272.0,18419.0,1921.0,5998.0,281.0,11395.0,57683.0,Deep Learning for humans.,1170.0,41,True,2023-03-21 20:12:17,2.12.0,47.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,11105945.0,11143190.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2942412.0,,,,,2.0,,,,,,,,,,,,,,,
29,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-03-23 13:48:48.000000,2023-03-23 13:35:07,31377.0,344.0,4134.0,347.0,5505.0,1.0,6639.0,15829.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",578.0,41,True,2023-03-22 11:45:52,3.5.0,100.0,rasa,,,,['tensorflow'],3123.0,3123.0,https://pypi.org/project/rasa,148868.0,148868.0,,,,,,,,1.0,,,,,,,,,,,,,,,
30,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-03-23 11:01:30.000000,2023-03-22 21:51:44,2257.0,140.0,3326.0,432.0,2632.0,290.0,1966.0,14315.0,Open standard for machine learning interoperability.,271.0,41,True,2023-02-22 18:47:36,1.13.1,24.0,onnx,conda-forge/onnx,,,,13684.0,13684.0,https://pypi.org/project/onnx,2893267.0,2904053.0,https://anaconda.org/conda-forge/onnx,2023-03-21 10:27:00.271,672119.0,,,,,1.0,18583.0,,,,,,,,,,,,,,
31,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-03-21 08:49:01.000000,2023-03-13 05:30:56,4444.0,17.0,4117.0,432.0,1662.0,365.0,1431.0,14091.0,Topic Modelling for Humans.,445.0,41,True,2022-12-21 00:42:57,4.3.0,42.0,gensim,conda-forge/gensim,,,,43239.0,43239.0,https://pypi.org/project/gensim,4482491.0,4497713.0,https://anaconda.org/conda-forge/gensim,2022-12-21 13:44:44.543,1001536.0,,,,,1.0,4274.0,,,,,,,,,,,,,,
32,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-03-23 09:48:38.000000,2023-03-21 08:51:00,7219.0,85.0,2773.0,280.0,3185.0,186.0,2755.0,12376.0,Network Analysis in Python.,643.0,41,False,2023-01-08 00:03:20,networkx-3.0,50.0,networkx,conda-forge/networkx,,,,146196.0,146196.0,https://pypi.org/project/networkx,23386493.0,23522737.0,https://anaconda.org/conda-forge/networkx,2023-01-08 04:17:56.857,10490796.0,,,,,1.0,64.0,,,,,,,,,,,,,,
33,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2023-03-23 14:12:21.000000,2023-03-23 02:12:52,14156.0,531.0,1132.0,153.0,4953.0,677.0,2751.0,11534.0,The easiest way to orchestrate and observe your data pipelines.,136.0,41,True,2023-03-16 20:01:25,2.8.6,155.0,prefect,conda-forge/prefect,,,,2389.0,2389.0,https://pypi.org/project/prefect,649893.0,658364.0,https://anaconda.org/conda-forge/prefect,2023-03-16 22:12:30.287,406645.0,,,,,1.0,,,,,,,,,,,,,,,
34,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-03-23 13:38:21.000000,2023-03-23 13:38:21,8578.0,338.0,1017.0,135.0,4745.0,584.0,3604.0,11248.0,Data Version Control | Git for Data & Models | ML Experiments Management.,282.0,41,True,2023-03-20 15:58:16,2.51.0,227.0,dvc,conda-forge/dvc,,,,6893.0,6893.0,https://pypi.org/project/dvc,1264915.0,1302929.0,https://anaconda.org/conda-forge/dvc,2023-03-20 18:15:36.906,1439792.0,,,,,1.0,111147.0,,,,,dvc,dvc,dvc,,,,,,,
35,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-03-23 12:06:06.000000,2023-03-22 21:21:45,7634.0,146.0,1560.0,215.0,5195.0,749.0,3930.0,10845.0,Parallel computing with task scheduling.,579.0,41,True,,,142.0,dask,conda-forge/dask,,,,47024.0,47024.0,https://pypi.org/project/dask,7186413.0,7287119.0,https://anaconda.org/conda-forge/dask,2023-03-10 22:43:30.370,8257904.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
36,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-03-21 22:07:11.000000,2023-03-21 22:07:11,2651.0,43.0,7151.0,615.0,2173.0,135.0,1570.0,23581.0,The fastai deep learning library.,235.0,40,True,2023-02-15 02:47:21,2.7.11,48.0,fastai,,,,['pytorch'],12786.0,12786.0,https://pypi.org/project/fastai,403144.0,403144.0,,,,,,,,2.0,,,,,,,,,,,,,,,
37,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-03-23 09:52:20.000000,2023-03-23 09:52:19,5377.0,210.0,2049.0,286.0,3112.0,606.0,2538.0,23443.0,Streamlit The fastest way to build data apps in Python.,171.0,40,True,2023-03-09 20:59:50,1.20.0,55.0,streamlit,,,,,635.0,635.0,https://pypi.org/project/streamlit,1485000.0,1485000.0,,,,,,,,1.0,,,,,,,,,,,,,,,
38,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-03-22 21:17:00.000000,2023-03-17 14:25:19,6707.0,168.0,1785.0,408.0,920.0,684.0,778.0,18338.0,Data Apps & Dashboards for Python. No JavaScript Required.,133.0,40,True,2023-03-17 15:26:05,2.9.1,91.0,dash,conda-forge/dash,,,,43374.0,43374.0,https://pypi.org/project/dash,1362958.0,1377944.0,https://anaconda.org/conda-forge/dash,2023-03-18 07:13:45.087,869243.0,,,,,1.0,,,,,,,,,,,,,,,
39,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-03-23 14:14:45.000000,2023-03-23 14:14:42,13688.0,1124.0,859.0,95.0,7541.0,1313.0,3769.0,6923.0,"An orchestration platform for the development, production, and observation of data assets.",289.0,40,True,2023-03-22 23:33:31,1.2.3,132.0,dagster,conda-forge/dagster,,,,1030.0,1030.0,https://pypi.org/project/dagster,636248.0,656453.0,https://anaconda.org/conda-forge/dagster,2023-03-04 00:09:39.431,808234.0,,,,,1.0,,,,,,,,,,,,,,,
40,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-03-10 03:21:45.000000,2023-01-30 18:15:21,1757.0,2.0,7800.0,1012.0,1439.0,46.0,1707.0,30487.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,39255.0,39255.0,https://pypi.org/project/gym,691666.0,697523.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,205015.0,,,,,1.0,,,,,,,,,,,,,,,
41,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-03-23 09:18:20.000000,2023-03-22 22:40:23,1785.0,133.0,3907.0,296.0,325.0,66.0,621.0,24274.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",96.0,39,True,2022-11-23 22:11:26,0.6.12,41.0,timm,conda-forge/timm,,,['pytorch'],8874.0,8874.0,https://pypi.org/project/timm,3051408.0,3130126.0,https://anaconda.org/conda-forge/timm,2022-11-24 16:33:10.061,54889.0,,,,,1.0,3542161.0,,,,,,,,huggingface/pytorch-image-models,,,,,,
