,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
10,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2023-01-26 13:54:09.000000,2023-01-26 02:53:33,18711,892.0,11419.0,759.0,19743.0,704.0,6033.0,29332.0,"Platform to programmatically author, schedule, and monitor workflows.",2705.0,47,True,2023-01-20 20:39:10,2.5.1,59.0,apache-airflow,conda-forge/airflow,apache/airflow,,,5313.0,5313.0,https://pypi.org/project/apache-airflow,12473806.0,13564737.0,https://anaconda.org/conda-forge/airflow,2023-01-21 12:13:50.557,831231.0,https://hub.docker.com/r/apache/airflow,2023-01-20 19:34:31.374078,419.0,99886522.0,1.0,414786.0,stable/airflow,,,,,,,,,,,,,
11,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-01-25 14:13:45.000000,2023-01-24 05:44:42,14307,387.0,1809.0,218.0,4095.0,83.0,2628.0,10467.0,Python Imaging Library (Fork).,423.0,47,True,2023-01-02 03:01:15,9.4.0,49.0,Pillow,conda-forge/pillow,,,,991376.0,991376.0,https://pypi.org/project/Pillow,48617856.0,48898076.0,https://anaconda.org/conda-forge/pillow,2023-01-02 17:04:40.551,22697828.0,,,,,1.0,,,,,,,,,,,,,,,
12,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-01-25 22:54:29.000000,2023-01-17 23:54:20,14883,122.0,2466.0,275.0,3691.0,2332.0,2608.0,8128.0,Statsmodels: statistical modeling and econometrics in Python.,404.0,45,True,2022-11-02 16:51:52,0.13.5,23.0,statsmodels,conda-forge/statsmodels,,,,78857.0,78857.0,https://pypi.org/project/statsmodels,8582993.0,8690415.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,8486393.0,,,,,1.0,26.0,,,,,,,,,,,,,,
13,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-01-26 14:00:09.000000,2023-01-26 13:05:37,56017,2836.0,16732.0,1630.0,62231.0,9865.0,20757.0,62067.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3809.0,44,True,2022-12-16 00:17:16,1.13.1,43.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],,,https://pypi.org/project/torch,7872970.0,9263618.0,https://anaconda.org/pytorch/pytorch,2022-12-15 16:18:09.640,22248283.0,,,,,1.0,9990.0,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-01-26 13:36:17.000000,2023-01-26 10:33:22,15810,143.0,3910.0,548.0,3582.0,76.0,5254.0,25085.0,Industrial-strength Natural Language Processing (NLP) in Python.,714.0,44,True,2023-01-20 09:56:12,3.5.0,100.0,spacy,conda-forge/spacy,,,,49593.0,49593.0,https://pypi.org/project/spacy,4844181.0,4885268.0,https://anaconda.org/conda-forge/spacy,2023-01-24 11:09:43.687,2917181.0,,,,,1.0,,,,,,,,,,,,,,,
15,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-01-26 14:11:03.000000,2023-01-26 06:56:49,15773,989.0,4047.0,438.0,19086.0,2464.0,10139.0,23790.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,809.0,44,True,2022-12-13 19:56:57,ray-2.2.0,62.0,ray,conda-forge/ray-tune,,,,7153.0,7153.0,https://pypi.org/project/ray,1816040.0,1819709.0,https://anaconda.org/conda-forge/ray-tune,2023-01-25 00:30:28.229,91736.0,,,,,1.0,,,,,,,,,,,,,,,
16,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-01-26 08:03:00.000000,2023-01-25 06:10:29,6165,152.0,7997.0,929.0,4044.0,302.0,4373.0,23701.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",590.0,43,True,2023-01-06 19:03:48,1.7.3,48.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,43093.0,43093.0,https://pypi.org/project/xgboost,8419867.0,8470435.0,https://anaconda.org/conda-forge/xgboost,2022-11-07 20:50:22.110,3535988.0,,,,,1.0,5768.0,,,,,,,,,,,,,,
17,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-01-26 07:41:02.000000,2023-01-25 22:28:52,14549,946.0,1970.0,299.0,8653.0,999.0,2827.0,21625.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",496.0,43,True,2023-01-26 01:07:01,jax-v0.4.2,57.0,jax,conda-forge/jaxlib,,,,6991.0,6991.0,https://pypi.org/project/jax,643996.0,657978.0,https://anaconda.org/conda-forge/jaxlib,2022-12-14 15:37:17.163,587270.0,,,,,1.0,,,,,,,,,,,,,,,
18,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-01-24 19:43:16.000000,2023-01-24 12:14:28,12106,66.0,4245.0,475.0,2818.0,532.0,4270.0,20839.0,Asynchronous task queue/job queue based on distributed message passing.,1258.0,43,False,2022-08-01 11:20:41,5.3.0b1,37.0,celery,conda-forge/celery,,,,84208.0,84208.0,https://pypi.org/project/celery,5629231.0,5642417.0,https://anaconda.org/conda-forge/celery,2022-05-29 18:35:32.713,1081288.0,,,,,1.0,,,,,,,,,,,,,,,
19,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-01-26 07:42:49.000000,2023-01-24 17:38:16,3165,56.0,3563.0,449.0,2781.0,215.0,2677.0,14576.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",278.0,43,True,2023-01-24 03:15:36,3.3.5,27.0,lightgbm,conda-forge/lightgbm,,,,18045.0,18045.0,https://pypi.org/project/lightgbm,5890963.0,5915557.0,https://anaconda.org/conda-forge/lightgbm,2023-01-24 13:04:34.282,1453797.0,,,,,1.0,177162.0,,,,,,,,,,,,,,
20,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-01-26 13:27:33.000000,2023-01-25 21:58:26,3108,34.0,1617.0,254.0,963.0,101.0,2127.0,10270.0,Statistical data visualization in Python.,183.0,43,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,213070.0,213070.0,https://pypi.org/project/seaborn,8619047.0,8693468.0,https://anaconda.org/conda-forge/seaborn,2022-12-31 14:43:52.040,5730289.0,,,,,1.0,238.0,,,,,,,,,,,,,,
21,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-01-26 02:36:13.000000,2023-01-26 02:36:13,52946,502.0,3732.0,285.0,12049.0,4041.0,8252.0,10007.0,A computer algebra system written in pure Python.,1195.0,43,False,2022-08-30 17:24:48,sympy-1.11.1,43.0,sympy,conda-forge/sympy,,,,51431.0,51431.0,https://pypi.org/project/sympy,3149897.0,3189359.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2816919.0,,,,,1.0,484698.0,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-01-26 00:14:08.000000,2023-01-25 21:30:48,5341,107.0,1510.0,192.0,4421.0,565.0,1163.0,6090.0,TensorFlows Visualization Toolkit.,294.0,43,True,2023-01-13 20:21:22,2.11.2,47.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],144097.0,144097.0,https://pypi.org/project/tensorboard,16003331.0,16062178.0,https://anaconda.org/conda-forge/tensorboard,2023-01-14 05:33:49.180,3648514.0,,,,,1.0,,,,,,,,,,,,,,,
23,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-01-17 21:12:27.000000,2023-01-17 21:12:27,14408,35.0,2553.0,469.0,1403.0,212.0,1466.0,11443.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,437.0,42,True,,,17.0,nltk,conda-forge/nltk,,,,173491.0,173491.0,https://pypi.org/project/nltk,10075964.0,10098237.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1715037.0,,,,,1.0,,,,,,,,,,,,,,,
24,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-01-26 12:40:06.000000,2023-01-24 16:43:00,4300,59.0,1825.0,1726.0,4097.0,168.0,2414.0,10553.0,WebGL2 powered visualization framework.,213.0,42,True,2023-01-18 13:16:05,8.8.23,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],5287.0,5287.0,https://pypi.org/project/pydeck,864200.0,1186335.0,https://anaconda.org/conda-forge/pydeck,2022-11-04 19:21:00.914,278504.0,,,,,1.0,,,deck.gl,https://www.npmjs.com/package/deck.gl,314178.0,,,,,,,,,,
25,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-01-26 13:14:40.000000,2023-01-24 16:43:57,39622,1409.0,4707.0,735.0,33954.0,907.0,15051.0,19449.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,908.0,41,True,2022-12-13 09:22:18,2.4.1,58.0,paddlepaddle,,,,['paddle'],186.0,186.0,https://pypi.org/project/paddlepaddle,79930.0,80129.0,,,,,,,,2.0,15334.0,,,,,,,,,,,,,,
26,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-01-26 13:04:53.000000,2023-01-23 13:33:40,31010,239.0,4075.0,349.0,5304.0,2.0,6639.0,15412.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",571.0,41,True,2023-01-20 13:31:29,3.4.1,100.0,rasa,,,,['tensorflow'],2946.0,2946.0,https://pypi.org/project/rasa,94400.0,94400.0,,,,,,,,1.0,,,,,,,,,,,,,,,
27,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-01-26 13:42:08.000000,2023-01-25 21:52:56,2146,59.0,3208.0,428.0,2496.0,259.0,1916.0,13966.0,Open standard for machine learning interoperability.,268.0,41,True,2022-12-12 14:38:36,1.13.0,23.0,onnx,conda-forge/onnx,,,,10490.0,10490.0,https://pypi.org/project/onnx,2088759.0,2099197.0,https://anaconda.org/conda-forge/onnx,2022-12-15 14:09:08.911,629140.0,,,,,1.0,18359.0,,,,,,,,,,,,,,
28,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-01-25 10:59:37.000000,2022-12-21 00:41:18,4427,36.0,4085.0,431.0,1648.0,363.0,1423.0,13894.0,Topic Modelling for Humans.,440.0,41,True,2022-12-21 00:42:57,4.3.0,42.0,gensim,conda-forge/gensim,,,,40795.0,40795.0,https://pypi.org/project/gensim,4172095.0,4187168.0,https://anaconda.org/conda-forge/gensim,2022-12-21 13:44:44.543,961624.0,,,,,1.0,4198.0,,,,,,,,,,,,,,
29,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-01-25 18:04:22.000000,2023-01-20 04:44:14,7169,97.0,2733.0,280.0,3108.0,182.0,2719.0,12137.0,Network Analysis in Python.,639.0,41,False,2023-01-08 00:03:20,networkx-3.0,50.0,networkx,conda-forge/networkx,,,,133390.0,133390.0,https://pypi.org/project/networkx,19880687.0,20009482.0,https://anaconda.org/conda-forge/networkx,2023-01-08 04:17:56.857,9659681.0,,,,,1.0,63.0,,,,,,,,,,,,,,
30,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-01-26 12:50:41.000000,2023-01-26 12:50:40,8343,285.0,1003.0,137.0,4521.0,611.0,3483.0,10981.0,Data Version Control | Git for Data & Models | ML Experiments Management.,277.0,41,True,2023-01-22 23:37:48,2.43.1,218.0,dvc,conda-forge/dvc,,,,6095.0,6095.0,https://pypi.org/project/dvc,1559516.0,1597656.0,https://anaconda.org/conda-forge/dvc,2022-12-16 11:26:34.758,1380372.0,,,,,1.0,116040.0,,,,,dvc,dvc,dvc,,,,,,,
31,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-01-26 00:14:17.000000,2023-01-25 19:33:52,7519,106.0,1543.0,216.0,5042.0,728.0,3875.0,10695.0,Parallel computing with task scheduling.,574.0,41,True,,,137.0,dask,conda-forge/dask,,,,43766.0,43766.0,https://pypi.org/project/dask,7292569.0,7389058.0,https://anaconda.org/conda-forge/dask,2023-01-13 21:59:20.587,7719133.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
32,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-01-25 18:42:06.000000,2023-01-25 18:42:06,13372,56.0,2003.0,186.0,3934.0,468.0,1912.0,5208.0,Image processing in Python.,588.0,41,False,2022-06-12 18:12:41,0.19.3,20.0,scikit-image,conda-forge/scikit-image,,,,125637.0,125637.0,https://pypi.org/project/scikit-image,5014010.0,5069978.0,https://anaconda.org/conda-forge/scikit-image,2022-10-30 12:02:37.338,4477466.0,,,,,1.0,,,,,,,,,,,,,,,
33,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-01-26 07:47:39.000000,2023-01-25 19:58:57,7675,190.0,18386.0,1931.0,5831.0,282.0,11329.0,57152.0,Deep Learning for humans.,1143.0,40,True,2022-11-14 18:10:37,2.11.0,45.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,9453460.0,9490443.0,https://anaconda.org/conda-forge/keras,2022-11-21 08:56:09.864,2847756.0,,,,,2.0,,,,,,,,,,,,,,,
34,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-01-26 06:18:06.000000,2023-01-24 14:47:02,6536,80.0,1768.0,410.0,887.0,692.0,730.0,17985.0,Data Apps & Dashboards for Python. No JavaScript Required.,132.0,40,True,2023-01-24 16:39:57,2.8.0,89.0,dash,conda-forge/dash,,,,40123.0,40123.0,https://pypi.org/project/dash,969295.0,983369.0,https://anaconda.org/conda-forge/dash,2023-01-25 03:10:47.623,788194.0,,,,,1.0,,,,,,,,,,,,,,,
35,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-01-25 20:03:07.000000,2023-01-25 20:03:07,3370,98.0,676.0,151.0,1096.0,209.0,1498.0,8022.0,Declarative statistical visualization library for Python.,150.0,40,True,2021-12-29 13:30:58,4.2.0,20.0,altair,conda-forge/altair,,,,42922.0,42922.0,https://pypi.org/project/altair,9381069.0,9401311.0,https://anaconda.org/conda-forge/altair,2023-01-16 12:29:21.431,1578912.0,,,,,1.0,,,,,,,,,,,,,,,
36,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2023-01-24 17:00:37.000000,2023-01-24 17:00:37,1638,87.0,2119.0,164.0,735.0,44.0,928.0,6071.0,Python Data. Leaflet.js Maps.,149.0,40,True,2022-12-12 20:36:08,0.14.0,24.0,folium,conda-forge/folium,,,,20985.0,20985.0,https://pypi.org/project/folium,785712.0,804766.0,https://anaconda.org/conda-forge/folium,2022-12-13 18:33:58.037,1562496.0,,,,,1.0,,,,,,,,,5.0,,,,,,
37,OpenAI Gym,openai/gym,reinforcement-learning,,https://github.com/openai/gym,https://github.com/openai/gym,MIT,2016-04-27 14:59:16.000,2023-01-26 10:09:31.076000,2023-01-23 00:55:23,1756,1.0,7670.0,1009.0,1434.0,33.0,1701.0,29788.0,A toolkit for developing and comparing reinforcement learning algorithms.,384.0,39,True,2022-10-04 16:39:12,0.26.2,19.0,gym,conda-forge/gym,,,,36583.0,36583.0,https://pypi.org/project/gym,921069.0,926812.0,https://anaconda.org/conda-forge/gym,2023-01-26 10:09:31.076,189522.0,,,,,1.0,,,,,,,,,,,,,,,
38,Fastai,fastai/fastai,ml-frameworks,,https://github.com/fastai/fastai,https://github.com/fastai/fastai,Apache-2.0,2017-09-09 17:43:36.000,2023-01-23 13:39:08.000000,2023-01-21 21:47:15,2615,39.0,7138.0,611.0,2156.0,124.0,1566.0,23298.0,The fastai deep learning library.,233.0,39,True,2022-11-02 03:04:39,2.7.10,47.0,fastai,,,,['pytorch'],12285.0,12285.0,https://pypi.org/project/fastai,383958.0,383958.0,,,,,,,,2.0,,,,,,,,,,,,,,,
39,PyTorch Image Models,rwightman/pytorch-image-models,image,,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000,2023-01-26 05:49:53.000000,2023-01-26 02:02:48,1687,103.0,3756.0,294.0,301.0,74.0,573.0,23156.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",91.0,39,True,2022-11-23 22:11:26,0.6.12,39.0,timm,conda-forge/timm,,,['pytorch'],7400.0,7400.0,https://pypi.org/project/timm,1318456.0,1386010.0,https://anaconda.org/conda-forge/timm,2022-11-24 16:33:10.061,45345.0,,,,,1.0,2905912.0,,,,,,,,,,,,,,
40,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-01-26 14:14:56.000000,2023-01-26 13:47:20,5226,176.0,1974.0,284.0,2945.0,562.0,2407.0,22310.0,Streamlit The fastest way to build data apps in Python.,165.0,39,True,2023-01-12 20:45:02,1.17.0,51.0,streamlit,,,,,570.0,570.0,https://pypi.org/project/streamlit,919434.0,919434.0,,,,,,,,1.0,,,,,,,,,,,,,,,
41,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-01-26 13:38:30.201093,2023-01-26 11:11:39,8163,178.0,1978.0,185.0,3801.0,25.0,1748.0,17190.0,Build multimodal AI services via cloud native technologies Neural Search Generative AI Cloud Native.,162.0,39,True,2022-12-30 10:56:49,3.13.2,100.0,jina,conda-forge/jina-core,jinaai/jina,,,444.0,444.0,https://pypi.org/project/jina,64100.0,100136.0,https://anaconda.org/conda-forge/jina-core,2022-08-16 02:48:28.481,35993.0,https://hub.docker.com/r/jinaai/jina,2023-01-26 13:38:30.201093,7.0,1182553.0,2.0,,,,,,,,,,,,,,,
