,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
10,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2023-08-31 14:14:50.000000,2023-08-31 14:00:12,21195.0,1284.0,12231.0,758.0,22638.0,692.0,7169.0,31974.0,"Platform to programmatically author, schedule, and monitor workflows.",2967.0,47,True,2023-08-18 16:40:16,2.7.0,69.0,apache-airflow,conda-forge/airflow,apache/airflow,,,7836.0,7836.0,https://pypi.org/project/apache-airflow,9784558.0,11098971.0,https://anaconda.org/conda-forge/airflow,2023-08-19 13:44:30.223,937311.0,https://hub.docker.com/r/apache/airflow,2023-08-18 16:02:25.062268,469.0,128358301.0,1.0,527873.0,stable/airflow,,,,,,,,,,,,,
11,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-08-31 06:36:24.000000,2023-08-30 10:59:26,15163.0,260.0,1911.0,221.0,4363.0,79.0,2789.0,11079.0,Python Imaging Library (Fork).,446.0,47,True,2023-07-01 14:57:17,10.0.0,51.0,Pillow,conda-forge/pillow,,,,1318670.0,1318670.0,https://pypi.org/project/Pillow,62604890.0,63468650.0,https://anaconda.org/conda-forge/pillow,2023-07-02 00:52:56.834,31959123.0,,,,,1.0,,,,,,,,,,,,,,,
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-08-31 13:57:17.000000,2023-08-30 17:29:57,55546.0,1172.0,3924.0,291.0,12596.0,4216.0,8476.0,11245.0,A computer algebra system written in pure Python.,1239.0,46,False,2023-05-10 18:09:23,sympy-1.12,45.0,sympy,conda-forge/sympy,,,,79253.0,79253.0,https://pypi.org/project/sympy,10076219.0,10127996.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,4137474.0,,,,,1.0,510719.0,,,,,,,,,,,,,,
13,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-08-31 14:03:39.000000,2023-08-31 06:12:10,18956.0,1359.0,4565.0,459.0,23697.0,2969.0,12205.0,27343.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,906.0,45,True,2023-08-15 16:40:29,ray-2.6.3,71.0,ray,conda-forge/ray-tune,,,,11085.0,11085.0,https://pypi.org/project/ray,4030313.0,4035271.0,https://anaconda.org/conda-forge/ray-tune,2023-08-17 00:56:02.998,158629.0,,,,,1.0,87.0,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-08-31 09:55:48.000000,2023-08-30 09:58:14,15986.0,61.0,4096.0,552.0,3848.0,74.0,5391.0,26979.0,Industrial-strength Natural Language Processing (NLP) in Python.,736.0,44,True,2023-08-08 14:45:58,3.6.1,100.0,spacy,conda-forge/spacy,,,,68447.0,68447.0,https://pypi.org/project/spacy,5960653.0,6044623.0,https://anaconda.org/conda-forge/spacy,2023-08-09 19:17:06.552,3190872.0,,,,,1.0,,,,,,,,,,,,,,,
15,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-08-31 12:20:02.000000,2023-08-31 10:50:18,12291.0,73.0,4360.0,481.0,3029.0,568.0,4338.0,22094.0,Asynchronous task queue/job queue based on distributed message passing.,1300.0,44,False,2023-08-31 12:24:14,5.3.3,44.0,celery,conda-forge/celery,,,,110053.0,110053.0,https://pypi.org/project/celery,7382651.0,7418989.0,https://anaconda.org/conda-forge/celery,2023-06-22 15:12:17.099,1380871.0,,,,,1.0,,,,,,,,,,,,,,,
16,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-08-31 14:07:23.000000,2023-08-31 09:00:04,4577.0,486.0,3426.0,293.0,6207.0,1019.0,2086.0,15125.0,Open source platform for the machine learning lifecycle.,631.0,44,True,2023-08-15 07:11:16,2.6.0,73.0,mlflow,conda-forge/mlflow,,,,23202.0,23202.0,https://pypi.org/project/mlflow,14107570.0,14146300.0,https://anaconda.org/conda-forge/mlflow,2023-08-15 08:47:37.291,1471761.0,,,,,1.0,,,,,,,,,,,,,,,
17,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-08-29 18:59:46.000000,2023-08-10 17:52:58,15098.0,40.0,2571.0,277.0,3800.0,2487.0,2695.0,8801.0,Statsmodels: statistical modeling and econometrics in Python.,416.0,44,True,2023-05-05 10:52:12,0.14.0,25.0,statsmodels,conda-forge/statsmodels,,,,101093.0,101093.0,https://pypi.org/project/statsmodels,11471564.0,11600891.0,https://anaconda.org/conda-forge/statsmodels,2023-06-16 13:16:44.091,11122191.0,,,,,1.0,29.0,,,,,,,,,,,,,,
18,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-08-31 10:33:20.000000,2023-08-22 05:30:30,8343.0,82.0,18490.0,1919.0,6534.0,275.0,11517.0,59107.0,Deep Learning for humans.,1201.0,43,True,2023-06-27 23:42:33,2.13.1,51.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],11.0,11.0,https://pypi.org/project/keras,11184909.0,11269276.0,https://anaconda.org/conda-forge/keras,2023-07-28 12:24:35.264,3205947.0,,,,,1.0,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-08-31 10:09:35.000000,2023-08-31 10:09:35,6534.0,151.0,8087.0,912.0,4630.0,310.0,4585.0,24526.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",622.0,43,True,2023-06-19 01:38:37,1.7.6,52.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,65355.0,65355.0,https://pypi.org/project/xgboost,9915895.0,10029422.0,https://anaconda.org/conda-forge/xgboost,2023-08-26 05:00:33.552,4198258.0,,,,,1.0,6997.0,,,,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-08-31 13:47:08.000000,2023-08-31 13:47:03,17259.0,987.0,2217.0,313.0,10808.0,1208.0,3243.0,24454.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",569.0,43,True,2023-08-30 19:26:20,jax-v0.4.15,81.0,jax,conda-forge/jaxlib,,,,16917.0,16917.0,https://pypi.org/project/jax,2855480.0,2879036.0,https://anaconda.org/conda-forge/jaxlib,2023-07-30 18:45:00.131,895154.0,,,,,1.0,,,,,,,,,,,,,,,
21,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-08-29 02:52:38.000000,2023-08-23 16:21:46,3324.0,49.0,3637.0,441.0,2967.0,290.0,2798.0,15412.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",287.0,43,True,2023-07-13 18:43:08,4.0.0,28.0,lightgbm,conda-forge/lightgbm,,,,24646.0,24646.0,https://pypi.org/project/lightgbm,6288893.0,6347475.0,https://anaconda.org/conda-forge/lightgbm,2023-07-14 13:55:17.383,1958849.0,,,,,1.0,198785.0,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-08-30 22:24:07.000000,2023-08-30 22:24:07,5643.0,133.0,1547.0,192.0,4756.0,585.0,1202.0,6345.0,TensorFlows Visualization Toolkit.,305.0,43,True,2023-08-08 22:34:52,2.14.0,53.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],185302.0,185302.0,https://pypi.org/project/tensorboard,20423592.0,20535018.0,https://anaconda.org/conda-forge/tensorboard,2023-08-09 15:42:17.420,4234213.0,,,,,1.0,,,,,,,,,,,,,,,
23,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-08-31 07:51:29.000000,2023-08-30 19:19:13,5593.0,423.0,1425.0,133.0,2341.0,392.0,2276.0,21443.0,"Wrap UIs around any model, share with anyone.",196.0,42,True,2023-08-23 23:33:20,3.41.0,100.0,gradio,,,,,12435.0,12435.0,https://pypi.org/project/gradio,4333628.0,4333628.0,,,,,,,,1.0,,,9.0,,,,,,,,,,,,
24,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-08-31 14:01:27.000000,2023-08-31 13:06:06,43357.0,1347.0,5107.0,726.0,39435.0,1081.0,16128.0,20779.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1093.0,42,True,2023-07-25 11:09:59,2.5.0,60.0,paddlepaddle,,,,['paddle'],279.0,279.0,https://pypi.org/project/paddlepaddle,174037.0,174219.0,,,,,,,,2.0,15362.0,,,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-08-31 13:25:45.000000,2023-08-30 03:43:05,20197.0,76.0,4020.0,445.0,5799.0,735.0,6651.0,17890.0,"Interactive Data Visualization in the browser, from Python.",668.0,42,True,,,53.0,bokeh,conda-forge/bokeh,,,,75027.0,75027.0,https://pypi.org/project/bokeh,5623362.0,5950237.0,https://anaconda.org/conda-forge/bokeh,2023-08-14 08:47:36.698,12421287.0,,,,,1.0,,,,,,,,,,,,,,,
26,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-08-31 14:20:40.000000,2023-08-30 20:01:39,2496.0,127.0,3488.0,433.0,2912.0,270.0,2199.0,15426.0,Open standard for machine learning interoperability.,292.0,42,True,2023-08-25 21:00:03,1.14.1,26.0,onnx,conda-forge/onnx,,,,18104.0,18104.0,https://pypi.org/project/onnx,2905516.0,2927272.0,https://anaconda.org/conda-forge/onnx,2023-07-12 10:54:40.179,816352.0,,,,,1.0,19181.0,,,,,,,,,,,,,,
27,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-08-31 12:23:33.000000,2023-08-31 11:52:12,7373.0,68.0,2883.0,277.0,3385.0,201.0,2834.0,13115.0,Network Analysis in Python.,667.0,42,False,2023-04-04 20:05:38,networkx-3.1,52.0,networkx,conda-forge/networkx,,,,181686.0,181686.0,https://pypi.org/project/networkx,26901693.0,27060192.0,https://anaconda.org/conda-forge/networkx,2023-06-16 13:18:51.990,12996993.0,,,,,1.0,65.0,,,,,,,,,,,,,,
28,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2023-08-31 13:53:29.000000,2023-08-31 13:48:37,14996.0,377.0,1285.0,155.0,5954.0,523.0,3548.0,12693.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",191.0,42,True,2023-08-24 19:16:59,2.11.5,183.0,prefect,conda-forge/prefect,,,,3662.0,3662.0,https://pypi.org/project/prefect,656243.0,669296.0,https://anaconda.org/conda-forge/prefect,2023-08-30 18:58:31.393,509075.0,,,,,1.0,,,,,,,,,,,,,,,
29,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-08-31 14:10:45.000000,2023-08-31 11:35:09,30749.0,467.0,4681.0,347.0,9811.0,1404.0,7943.0,11637.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1529.0,42,True,2023-08-17 23:02:23,1.11.2,81.0,scipy,conda-forge/scipy,,,,11.0,11.0,https://pypi.org/project/scipy,62280727.0,63532673.0,https://anaconda.org/conda-forge/scipy,2023-08-20 07:05:06.617,41184552.0,,,,,1.0,381232.0,,-7.0,,,,,,,,,,,,
30,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-08-30 03:23:48.000000,2023-08-29 22:19:23,4502.0,50.0,1940.0,1702.0,4316.0,204.0,2528.0,11144.0,WebGL2 powered visualization framework.,237.0,42,True,2023-08-30 03:24:49,8.9.27,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],6431.0,6431.0,https://pypi.org/project/pydeck,1403339.0,1864109.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,430924.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,450510.0,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-08-31 12:54:01.000000,2023-08-31 12:54:00,3170.0,23.0,1696.0,256.0,1029.0,106.0,2257.0,11043.0,Statistical data visualization in Python.,199.0,42,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,295869.0,295869.0,https://pypi.org/project/seaborn,9951091.0,10038257.0,https://anaconda.org/conda-forge/seaborn,2023-06-16 13:21:42.625,7321847.0,,,,,1.0,268.0,,,,,,,,,,,,,,
32,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-08-30 19:10:45.196000,2023-08-30 13:58:07,3563.0,59.0,700.0,149.0,1261.0,180.0,1657.0,8442.0,Declarative statistical visualization library for Python.,157.0,42,True,2023-08-30 11:35:46,5.1.1,25.0,altair,conda-forge/altair,,,,70260.0,70260.0,https://pypi.org/project/altair,14207664.0,14306584.0,https://anaconda.org/conda-forge/altair,2023-08-30 19:10:45.196,1978389.0,,,,,1.0,81.0,,,,,,,,,,,,,,
33,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-08-29 17:34:11.000000,2023-08-26 19:38:11,13672.0,92.0,2087.0,188.0,4220.0,516.0,1986.0,5555.0,Image processing in Python.,625.0,42,False,2023-06-02 05:03:22,0.21.0,22.0,scikit-image,conda-forge/scikit-image,,,,152243.0,152243.0,https://pypi.org/project/scikit-image,8105582.0,8250032.0,https://anaconda.org/conda-forge/scikit-image,2023-07-08 14:10:33.891,5489113.0,,,,,1.0,,,,,,,,,,,,,,,
34,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-08-31 10:49:35.000000,2023-08-31 02:39:13,1772.0,217.0,3215.0,301.0,2061.0,689.0,1280.0,28065.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",234.0,41,True,2023-08-18 22:29:18,0.10.1,53.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],3780.0,3780.0,https://pypi.org/project/deepspeed,504578.0,504974.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,17059.0,1.0,,,9.0,,,,,,,,,,,,
35,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-08-30 20:20:08.000000,2023-08-30 10:53:00,2494.0,123.0,2904.0,259.0,676.0,1401.0,889.0,19995.0,A game theoretic approach to explain the output of any machine learning model.,220.0,41,True,2023-07-15 11:15:28,0.42.1,49.0,shap,conda-forge/shap,,,,12995.0,12995.0,https://pypi.org/project/shap,7117105.0,7181484.0,https://anaconda.org/conda-forge/shap,2023-07-26 09:30:41.606,2060154.0,,,,,1.0,,,,,,,shap/shap,,,,,,,,
36,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-08-31 09:56:15.000000,2023-08-30 14:04:10,32476.0,496.0,4265.0,346.0,6110.0,1.0,6642.0,16936.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",592.0,41,True,2023-08-30 16:44:54,3.5.16,100.0,rasa,,,,['tensorflow'],3622.0,3622.0,https://pypi.org/project/rasa,106473.0,106473.0,,,,,,,,1.0,,,,,,,,,,,,,,,
37,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-08-27 14:14:53.000000,2023-08-27 14:14:44,4506.0,37.0,4146.0,434.0,1675.0,374.0,1440.0,14590.0,Topic Modelling for Humans.,447.0,41,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,49554.0,49554.0,https://pypi.org/project/gensim,3853943.0,3892802.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1125555.0,,,,,1.0,4450.0,,,,,,,,,,,,,,
38,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-08-22 21:50:47.000000,2023-06-02 02:45:47,14445.0,,2649.0,469.0,1427.0,245.0,1483.0,12277.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,441.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,216269.0,216269.0,https://pypi.org/project/nltk,11540438.0,11566318.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2173977.0,,,,,1.0,,,,,,,,,,,,,,,
39,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-08-30 23:52:19.000000,2023-08-30 00:15:21,8952.0,204.0,1062.0,135.0,5133.0,555.0,3876.0,11916.0,Data Version Control | Git for Data & Models | ML Experiments Management.,285.0,41,True,2023-08-29 14:50:12,3.17.0,267.0,dvc,conda-forge/dvc,,,,9174.0,9174.0,https://pypi.org/project/dvc,709532.0,756878.0,https://anaconda.org/conda-forge/dvc,2023-08-29 16:06:18.976,1675479.0,,,,,1.0,39061.0,,,,,,,dvc,dvc,dvc,,,,,
40,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-08-31 13:55:24.000000,2023-08-30 18:45:40,7847.0,69.0,1597.0,215.0,5432.0,786.0,4019.0,11338.0,Parallel computing with task scheduling.,584.0,41,True,,,153.0,dask,conda-forge/dask,,,,52155.0,52155.0,https://pypi.org/project/dask,10486311.0,10740441.0,https://anaconda.org/conda-forge/dask,2023-08-18 22:28:14.439,9911080.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
41,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-08-31 13:57:04.000000,2023-08-31 12:13:53,15542.0,923.0,1010.0,100.0,9701.0,1608.0,4234.0,8310.0,"An orchestration platform for the development, production, and observation of data assets.",338.0,41,True,2023-08-25 19:01:02,1.4.10,155.0,dagster,conda-forge/dagster,,,,1452.0,1452.0,https://pypi.org/project/dagster,643796.0,669173.0,https://anaconda.org/conda-forge/dagster,2023-08-25 21:34:00.500,989721.0,,,,,1.0,,,,,,,,,,,,,,,
