,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
12,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-08-03 13:57:08.000000,2023-08-03 13:56:54,62664,2842.0,18342.0,1667.0,70832.0,11525.0,23931.0,69476,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,4245.0,45,True,2023-05-08 19:55:19,2.0.1,45.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],,,https://pypi.org/project/torch,10447208.0,11212674.0,https://anaconda.org/pytorch/pytorch,2023-06-16 19:17:28.406,17599896.0,,,,,1.0,21128.0,,,,,,,,,,,,,,
13,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-08-02 08:43:33.000000,2023-06-30 11:52:22,15089,44.0,2564.0,277.0,3796.0,2481.0,2686.0,8724,Statsmodels: statistical modeling and econometrics in Python.,414.0,45,True,2023-05-05 10:52:12,0.14.0,25.0,statsmodels,conda-forge/statsmodels,,,,99192.0,99192.0,https://pypi.org/project/statsmodels,11211074.0,11336662.0,https://anaconda.org/conda-forge/statsmodels,2023-06-16 13:16:44.091,10800571.0,,,,,1.0,29.0,,,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-08-03 14:05:14.000000,2023-08-03 07:35:01,18419,1237.0,4496.0,455.0,22969.0,2860.0,11947.0,26864,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,896.0,44,True,2023-07-24 05:07:30,ray-2.6.1,69.0,ray,conda-forge/ray-tune,,,,10758.0,10758.0,https://pypi.org/project/ray,2152198.0,2156960.0,https://anaconda.org/conda-forge/ray-tune,2023-07-24 16:07:37.720,152364.0,,,,,1.0,86.0,,,,,,,,,,,,,,
15,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-08-03 06:38:18.000000,2023-08-03 06:37:43,15975,80.0,4078.0,549.0,3827.0,71.0,5381.0,26785,Industrial-strength Natural Language Processing (NLP) in Python.,733.0,44,True,2023-07-07 08:32:23,3.6.0,100.0,spacy,conda-forge/spacy,,,,65331.0,65331.0,https://pypi.org/project/spacy,5617039.0,5700042.0,https://anaconda.org/conda-forge/spacy,2023-07-10 13:51:26.746,3154151.0,,,,,1.0,,,,,,,,,,,,,,,
16,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-08-02 16:39:15.000000,2023-08-01 15:10:51,12272,88.0,4347.0,480.0,3006.0,567.0,4324.0,21955,Asynchronous task queue/job queue based on distributed message passing.,1295.0,44,False,2023-06-18 14:18:25,5.3.1,42.0,celery,conda-forge/celery,,,,107826.0,107826.0,https://pypi.org/project/celery,7199861.0,7234975.0,https://anaconda.org/conda-forge/celery,2023-06-22 15:12:17.099,1334342.0,,,,,1.0,,,,,,,,,,,,,,,
17,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-08-03 10:44:57.000000,2023-08-03 07:14:14,4429,456.0,3365.0,290.0,6006.0,994.0,2029.0,14914,Open source platform for the machine learning lifecycle.,603.0,44,True,2023-07-17 08:47:14,2.5.0,72.0,mlflow,conda-forge/mlflow,,,,22076.0,22076.0,https://pypi.org/project/mlflow,13580945.0,13618361.0,https://anaconda.org/conda-forge/mlflow,2023-07-18 00:01:43.462,1421815.0,,,,,1.0,,,,,,,,,,,,,,,
18,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-08-03 13:16:11.000000,2023-08-02 21:32:03,54625,473.0,3909.0,291.0,12524.0,4190.0,8443.0,11136,A computer algebra system written in pure Python.,1231.0,44,False,2023-05-10 18:09:23,sympy-1.12,45.0,sympy,conda-forge/sympy,,,,73620.0,73620.0,https://pypi.org/project/sympy,9160895.0,9210418.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,3943342.0,,,,,1.0,508041.0,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-08-03 13:46:36.000000,2023-08-03 13:46:36,6467,129.0,8071.0,913.0,4552.0,325.0,4545.0,24425,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",618.0,43,True,2023-06-19 01:38:37,1.7.6,51.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,63006.0,63006.0,https://pypi.org/project/xgboost,10226650.0,10338612.0,https://anaconda.org/conda-forge/xgboost,2023-08-02 04:02:20.140,4140390.0,,,,,1.0,6865.0,,,,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-08-03 13:53:05.000000,2023-08-03 08:50:19,16884,883.0,2176.0,314.0,10506.0,1172.0,3201.0,24062,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",560.0,43,True,2023-07-27 23:20:52,jax-v0.4.14,79.0,jax,conda-forge/jaxlib,,,,16057.0,16057.0,https://pypi.org/project/jax,2946268.0,2968980.0,https://anaconda.org/conda-forge/jaxlib,2023-07-30 18:45:00.131,863071.0,,,,,1.0,,,,,,,,,,,,,,,
21,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-08-02 04:26:14.000000,2023-07-24 03:37:11,3310,50.0,3634.0,444.0,2949.0,278.0,2778.0,15326,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",286.0,43,True,2023-07-13 18:43:08,4.0.0,28.0,lightgbm,conda-forge/lightgbm,,,,23899.0,23899.0,https://pypi.org/project/lightgbm,6424281.0,6481005.0,https://anaconda.org/conda-forge/lightgbm,2023-07-14 13:55:17.383,1894757.0,,,,,1.0,196832.0,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-08-03 00:14:07.000000,2023-08-02 23:34:36,5609,128.0,1545.0,191.0,4723.0,584.0,1199.0,6315,TensorFlows Visualization Toolkit.,305.0,43,True,2023-05-04 22:43:16,2.13.0,52.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],181096.0,181096.0,https://pypi.org/project/tensorboard,18355449.0,18415861.0,https://anaconda.org/conda-forge/tensorboard,2023-06-16 13:24:55.263,4168475.0,,,,,1.0,,,,,,,,,,,,,,,
23,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-08-03 14:01:49.000000,2023-08-03 13:09:08,42841,1265.0,5072.0,727.0,38726.0,1071.0,15998.0,20688,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1067.0,42,True,2023-07-25 11:09:59,2.5.0,60.0,paddlepaddle,,,,['paddle'],272.0,272.0,https://pypi.org/project/paddlepaddle,141672.0,141854.0,,,,,,,,2.0,15356.0,,,,,,,,,,,,,,
24,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-08-03 14:03:25.000000,2023-08-02 22:06:25,5477,421.0,1365.0,130.0,2204.0,366.0,2129.0,20577,"Wrap UIs around any model, share with anyone.",185.0,42,True,2023-07-26 21:14:51,3.39.0,100.0,gradio,,,,,10912.0,10912.0,https://pypi.org/project/gradio,3500678.0,3500678.0,,,,,,,,1.0,,,9.0,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-08-03 10:49:03.000000,2023-08-01 09:03:02,20178,84.0,4016.0,446.0,5768.0,719.0,6638.0,17809,"Interactive Data Visualization in the browser, from Python.",665.0,42,True,,,52.0,bokeh,conda-forge/bokeh,,,,73346.0,73346.0,https://pypi.org/project/bokeh,3317993.0,3636671.0,https://anaconda.org/conda-forge/bokeh,2023-07-20 14:00:10.384,12109793.0,,,,,1.0,,,,,,,,,,,,,,,
26,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-08-02 20:00:46.000000,2023-08-02 18:42:57,2454,115.0,3477.0,433.0,2861.0,311.0,2123.0,15234,Open standard for machine learning interoperability.,290.0,42,True,2023-05-05 16:35:02,1.14.0,25.0,onnx,conda-forge/onnx,,,,17288.0,17288.0,https://pypi.org/project/onnx,2784597.0,2805822.0,https://anaconda.org/conda-forge/onnx,2023-07-12 10:54:40.179,796204.0,,,,,1.0,19125.0,,,,,,,,,,,,,,
27,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-08-03 04:52:47.000000,2023-08-03 03:25:36,7352,71.0,2862.0,281.0,3363.0,194.0,2823.0,12988,Network Analysis in Python.,659.0,42,False,2023-04-04 20:05:38,networkx-3.1,52.0,networkx,conda-forge/networkx,,,,174754.0,174754.0,https://pypi.org/project/networkx,25988904.0,26142523.0,https://anaconda.org/conda-forge/networkx,2023-06-16 13:18:51.990,12596786.0,,,,,1.0,65.0,,,,,,,,,,,,,,
28,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2023-08-03 12:54:28.000000,2023-08-02 22:28:59,14885,434.0,1260.0,153.0,5820.0,515.0,3482.0,12455,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",186.0,42,True,2023-08-01 19:58:05,2.11.2,180.0,prefect,conda-forge/prefect,,,,3477.0,3477.0,https://pypi.org/project/prefect,667670.0,680229.0,https://anaconda.org/conda-forge/prefect,2023-07-27 22:01:51.626,489817.0,,,,,1.0,,,,,,,,,,,,,,,
29,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-07-31 22:58:50.000000,2023-07-31 22:58:48,4488,53.0,1936.0,1705.0,4300.0,203.0,2509.0,11070,WebGL2 powered visualization framework.,233.0,42,True,2023-07-20 17:45:01,8.9.22,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],6299.0,6299.0,https://pypi.org/project/pydeck,1437228.0,1891754.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,418528.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,444562.0,,,,,,,,,
30,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-08-01 13:24:13.000000,2023-08-01 13:24:12,3156,16.0,1690.0,256.0,1017.0,124.0,2229.0,10955,Statistical data visualization in Python.,198.0,42,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,286889.0,286889.0,https://pypi.org/project/seaborn,9893966.0,9979013.0,https://anaconda.org/conda-forge/seaborn,2023-06-16 13:21:42.625,7143787.0,,,,,1.0,258.0,,,,,,,,,,,,,,
31,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-08-03 13:44:49.000000,2023-08-02 14:08:40,3532,48.0,698.0,150.0,1235.0,177.0,1647.0,8401,Declarative statistical visualization library for Python.,156.0,42,True,2023-05-26 21:55:53,5.0.1,23.0,altair,conda-forge/altair,,,,66606.0,66606.0,https://pypi.org/project/altair,13275957.0,13372713.0,https://anaconda.org/conda-forge/altair,2023-07-12 14:27:15.237,1935123.0,,,,,1.0,73.0,,,,,,,,,,,,,,
32,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-08-02 23:04:32.000000,2023-07-28 15:32:59,13657,137.0,2080.0,187.0,4204.0,505.0,1984.0,5532,Image processing in Python.,620.0,42,False,2023-06-02 05:03:22,0.21.0,22.0,scikit-image,conda-forge/scikit-image,,,,149502.0,149502.0,https://pypi.org/project/scikit-image,7346577.0,7488091.0,https://anaconda.org/conda-forge/scikit-image,2023-07-08 14:10:33.891,5377559.0,,,,,1.0,,,,,,,,,,,,,,,
33,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-08-03 09:40:17.000000,2023-08-03 00:04:10,8330,140.0,18480.0,1919.0,6514.0,301.0,11477.0,58972,Deep Learning for humans.,1198.0,41,True,2023-06-27 23:42:33,2.13.1,50.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],,,https://pypi.org/project/keras,10193631.0,10277100.0,https://anaconda.org/conda-forge/keras,2023-07-28 12:24:35.264,3171841.0,,,,,2.0,,,,,,,,,,,,,,,
34,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-08-03 08:30:54.000000,2023-08-01 22:47:12,2466,189.0,2885.0,255.0,644.0,1437.0,840.0,19832,A game theoretic approach to explain the output of any machine learning model.,218.0,41,True,2023-07-15 11:15:28,0.42.1,49.0,shap,conda-forge/shap,,,,12552.0,12552.0,https://pypi.org/project/shap,6764291.0,6827516.0,https://anaconda.org/conda-forge/shap,2023-07-26 09:30:41.606,2023215.0,,,,,1.0,,,,,,,shap/shap,,,,,,,,
35,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-08-02 03:12:32.000000,2023-06-02 02:45:47,14445,5.0,2643.0,466.0,1426.0,242.0,1482.0,12179,Suite of libraries and programs for symbolic and statistical natural language processing for English.,441.0,41,True,,,17.0,nltk,conda-forge/nltk,,,,209913.0,209913.0,https://pypi.org/project/nltk,10822258.0,10847425.0,https://anaconda.org/conda-forge/nltk,2023-06-16 13:20:53.756,2114037.0,,,,,1.0,,,,,,,,,,,,,,,
36,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-08-03 13:39:45.193000,2023-08-03 09:19:19,8900,218.0,1059.0,137.0,5076.0,561.0,3832.0,11822,Data Version Control | Git for Data & Models | ML Experiments Management.,283.0,41,True,2023-08-03 09:20:40,3.11.0,256.0,dvc,conda-forge/dvc,,,,8737.0,8737.0,https://pypi.org/project/dvc,686777.0,733913.0,https://anaconda.org/conda-forge/dvc,2023-08-03 13:39:45.193,1655208.0,,,,,1.0,46520.0,,,,,,,dvc,dvc,dvc,,,,,
37,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-08-02 21:28:53.000000,2023-08-02 20:33:43,7833,98.0,1594.0,215.0,5404.0,777.0,4011.0,11255,Parallel computing with task scheduling.,583.0,41,True,,,151.0,dask,conda-forge/dask,,,,51441.0,51441.0,https://pypi.org/project/dask,8218859.0,8465858.0,https://anaconda.org/conda-forge/dask,2023-07-20 23:14:11.175,9632994.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
38,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-08-03 11:46:19.000000,2023-08-02 21:49:02,5652,156.0,2275.0,298.0,3535.0,651.0,2823.0,26334,Streamlit A faster way to build and share data apps.,190.0,40,True,2023-07-20 22:07:55,1.25.0,62.0,streamlit,,,,,908.0,908.0,https://pypi.org/project/streamlit,1990837.0,1990837.0,,,,,,,,1.0,,,,,,,,,,,,,,,
39,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-08-02 19:47:33.000000,2023-07-25 15:55:07,6953,158.0,1832.0,414.0,973.0,719.0,825.0,19077,Data Apps & Dashboards for Python. No JavaScript Required.,139.0,40,True,2023-06-29 20:21:49,2.11.1,97.0,dash,conda-forge/dash,,,,49752.0,49752.0,https://pypi.org/project/dash,1936296.0,1963737.0,https://anaconda.org/conda-forge/dash,2023-07-01 05:39:11.946,1042774.0,,,,,1.0,,,,,,,,,,,,,,,
40,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-08-03 01:29:29.000000,2023-07-28 14:44:03,32374,547.0,4244.0,348.0,6033.0,1.0,6642.0,16771,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",588.0,40,True,2023-07-25 21:46:06,3.8.0a1,100.0,rasa,,,,['tensorflow'],3572.0,3572.0,https://pypi.org/project/rasa,104570.0,104570.0,,,,,,,,1.0,,,,,,,,,,,,,,,
41,dlib,davisking/dlib,ml-frameworks,,https://github.com/davisking/dlib,https://github.com/davisking/dlib,BSL-1.0,2014-01-29 00:45:33.000,2023-07-30 19:14:16.000000,2023-07-28 00:19:39,8214,27.0,2784.0,478.0,669.0,40.0,2098.0,12136,A toolkit for making real world machine learning and data analysis applications in C++.,188.0,40,False,2023-05-14 13:10:44,19.24.2,26.0,dlib,conda-forge/dlib,,,,21345.0,21345.0,https://pypi.org/project/dlib,144631.0,152199.0,https://anaconda.org/conda-forge/dlib,2023-06-05 15:05:40.278,606892.0,,,,,2.0,25283.0,,,,,,,,,,,,,,
42,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-08-03 10:11:39.000000,2023-08-03 06:02:22,5537,225.0,515.0,53.0,3346.0,680.0,1966.0,7032,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,154.0,40,True,2023-08-01 21:13:51,0.15.8,100.0,wandb,conda-forge/wandb,,,,27128.0,27128.0,https://pypi.org/project/wandb,2663909.0,2672327.0,https://anaconda.org/conda-forge/wandb,2023-08-03 02:01:41.391,311476.0,,,,,1.0,,,,,,,wandb/wandb,,,,,,,,
