,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
10,Airflow,apache/airflow,data-pipelines,,https://github.com/apache/airflow,https://github.com/apache/airflow,Apache-2.0,2015-04-13 18:04:58.000,2023-08-24 14:23:58.000000,2023-08-24 13:59:46,21041.0,1193.0,12200.0,758.0,22449.0,677.0,7134.0,31882.0,"Platform to programmatically author, schedule, and monitor workflows.",2957.0,47,True,2023-08-18 16:40:16,2.7.0,69.0,apache-airflow,conda-forge/airflow,apache/airflow,,,7774.0,7774.0,https://pypi.org/project/apache-airflow,10464935.0,11770741.0,https://anaconda.org/conda-forge/airflow,2023-08-19 13:44:30.223,935091.0,https://hub.docker.com/r/apache/airflow,2023-08-18 16:02:25.062268,466.0,127507105.0,1.0,524459.0,stable/airflow,,,,,,,,,,,,,
11,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-08-24 09:02:43.000000,2023-08-23 17:33:59,15151.0,267.0,1913.0,221.0,4357.0,82.0,2783.0,11067.0,Python Imaging Library (Fork).,446.0,47,True,2023-07-01 14:57:17,10.0.0,51.0,Pillow,conda-forge/pillow,,,,1309097.0,1309097.0,https://pypi.org/project/Pillow,62518048.0,63375075.0,https://anaconda.org/conda-forge/pillow,2023-07-02 00:52:56.834,31710020.0,,,,,1.0,,,,,,,,,,,,,,,
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-08-24 13:48:07.000000,2023-08-24 13:09:06,55494.0,1152.0,3920.0,291.0,12586.0,4216.0,8468.0,11219.0,A computer algebra system written in pure Python.,1237.0,46,False,2023-05-10 18:09:23,sympy-1.12,45.0,sympy,conda-forge/sympy,,,,77854.0,77854.0,https://pypi.org/project/sympy,9936303.0,9987481.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,4085962.0,,,,,1.0,509825.0,,,,,,,,,,,,,,
13,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-08-24 14:08:32.000000,2023-08-24 06:15:08,18825.0,1314.0,4545.0,459.0,23469.0,2924.0,12149.0,27238.0,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,906.0,44,True,2023-08-15 16:40:29,ray-2.6.3,71.0,ray,conda-forge/ray-tune,,,,11019.0,11019.0,https://pypi.org/project/ray,3079373.0,3084296.0,https://anaconda.org/conda-forge/ray-tune,2023-08-17 00:56:02.998,157525.0,,,,,1.0,86.0,,,,,,,,,,,,,,
14,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-08-24 11:30:06.000000,2023-08-21 08:52:32,15983.0,62.0,4091.0,551.0,3846.0,76.0,5388.0,26923.0,Industrial-strength Natural Language Processing (NLP) in Python.,735.0,44,True,2023-08-08 14:45:58,3.6.1,100.0,spacy,conda-forge/spacy,,,,67710.0,67710.0,https://pypi.org/project/spacy,5815834.0,5899602.0,https://anaconda.org/conda-forge/spacy,2023-08-09 19:17:06.552,3183218.0,,,,,1.0,,,,,,,,,,,,,,,
15,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-08-24 08:50:52.000000,2023-08-22 12:46:33,12286.0,83.0,4355.0,481.0,3023.0,568.0,4333.0,22052.0,Asynchronous task queue/job queue based on distributed message passing.,1300.0,44,False,2023-06-18 14:18:25,5.3.1,42.0,celery,conda-forge/celery,,,,109534.0,109534.0,https://pypi.org/project/celery,7428514.0,7464600.0,https://anaconda.org/conda-forge/celery,2023-06-22 15:12:17.099,1371290.0,,,,,1.0,,,,,,,,,,,,,,,
16,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-08-24 13:04:11.000000,2023-08-24 13:04:10,4558.0,496.0,3409.0,292.0,6173.0,1012.0,2081.0,15067.0,Open source platform for the machine learning lifecycle.,628.0,44,True,2023-08-15 07:11:16,2.6.0,73.0,mlflow,conda-forge/mlflow,,,,22998.0,22998.0,https://pypi.org/project/mlflow,14074055.0,14112416.0,https://anaconda.org/conda-forge/mlflow,2023-08-15 08:47:37.291,1457724.0,,,,,1.0,,,,,,,,,,,,,,,
17,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-08-18 15:36:10.000000,2023-08-10 17:52:58,15098.0,42.0,2568.0,277.0,3800.0,2485.0,2693.0,8792.0,Statsmodels: statistical modeling and econometrics in Python.,416.0,44,True,2023-05-05 10:52:12,0.14.0,25.0,statsmodels,conda-forge/statsmodels,,,,100607.0,100607.0,https://pypi.org/project/statsmodels,11270280.0,11398687.0,https://anaconda.org/conda-forge/statsmodels,2023-06-16 13:16:44.091,11043077.0,,,,,1.0,29.0,,,,,,,,,,,,,,
18,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-08-24 09:45:02.000000,2023-08-22 05:30:30,8343.0,103.0,18493.0,1919.0,6533.0,279.0,11511.0,59066.0,Deep Learning for humans.,1201.0,43,True,2023-06-27 23:42:33,2.13.1,51.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],10.0,10.0,https://pypi.org/project/keras,10917284.0,11001430.0,https://anaconda.org/conda-forge/keras,2023-07-28 12:24:35.264,3197577.0,,,,,1.0,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-08-24 11:01:27.000000,2023-08-23 21:29:52,6523.0,161.0,8085.0,912.0,4618.0,309.0,4582.0,24509.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",622.0,43,True,2023-06-19 01:38:37,1.7.6,52.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,64786.0,64786.0,https://pypi.org/project/xgboost,9951803.0,10064950.0,https://anaconda.org/conda-forge/xgboost,2023-08-05 01:52:21.106,4184195.0,,,,,1.0,6942.0,,,,,,,,,,,,,,
20,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-08-24 13:03:13.000000,2023-08-24 13:03:10,17161.0,941.0,2204.0,313.0,10731.0,1197.0,3228.0,24391.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",564.0,43,True,2023-07-27 23:20:52,jax-v0.4.14,79.0,jax,conda-forge/jaxlib,,,,16711.0,16711.0,https://pypi.org/project/jax,2808764.0,2832133.0,https://anaconda.org/conda-forge/jaxlib,2023-07-30 18:45:00.131,888030.0,,,,,1.0,,,,,,,,,,,,,,,
21,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-08-24 06:17:12.000000,2023-08-23 16:21:46,3324.0,53.0,3641.0,441.0,2965.0,286.0,2797.0,15394.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",287.0,43,True,2023-07-13 18:43:08,4.0.0,28.0,lightgbm,conda-forge/lightgbm,,,,24486.0,24486.0,https://pypi.org/project/lightgbm,6259588.0,6317676.0,https://anaconda.org/conda-forge/lightgbm,2023-07-14 13:55:17.383,1941776.0,,,,,1.0,198324.0,,,,,,,,,,,,,,
22,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-08-24 13:45:53.000000,2023-08-24 13:45:53,5637.0,129.0,1547.0,192.0,4750.0,586.0,1201.0,6338.0,TensorFlows Visualization Toolkit.,305.0,43,True,2023-08-08 22:34:52,2.14.0,53.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],184180.0,184180.0,https://pypi.org/project/tensorboard,19746703.0,19857710.0,https://anaconda.org/conda-forge/tensorboard,2023-08-09 15:42:17.420,4218283.0,,,,,1.0,,,,,,,,,,,,,,,
23,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-08-24 14:32:55.000000,2023-08-24 10:12:27,5567.0,429.0,1412.0,130.0,2311.0,393.0,2241.0,21233.0,"Wrap UIs around any model, share with anyone.",193.0,42,True,2023-08-23 23:33:20,3.41.0,100.0,gradio,,,,,12052.0,12052.0,https://pypi.org/project/gradio,4350142.0,4350142.0,,,,,,,,1.0,,,9.0,,,,,,,,,,,,
24,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-08-24 13:59:49.000000,2023-08-24 12:05:43,43216.0,1291.0,5107.0,727.0,39291.0,1086.0,16089.0,20760.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1090.0,42,True,2023-07-25 11:09:59,2.5.0,60.0,paddlepaddle,,,,['paddle'],277.0,277.0,https://pypi.org/project/paddlepaddle,174759.0,174941.0,,,,,,,,2.0,15357.0,,,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-08-23 15:08:56.000000,2023-08-23 15:08:52,20195.0,82.0,4021.0,445.0,5793.0,732.0,6648.0,17873.0,"Interactive Data Visualization in the browser, from Python.",668.0,42,True,,,53.0,bokeh,conda-forge/bokeh,,,,74629.0,74629.0,https://pypi.org/project/bokeh,4653615.0,4978485.0,https://anaconda.org/conda-forge/bokeh,2023-08-14 08:47:36.698,12345084.0,,,,,1.0,,,,,,,,,,,,,,,
26,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-08-24 00:04:53.000000,2023-08-23 23:35:28,2483.0,119.0,3481.0,433.0,2895.0,307.0,2150.0,15373.0,Open standard for machine learning interoperability.,292.0,42,True,2023-05-05 16:35:02,1.14.0,25.0,onnx,conda-forge/onnx,,,,17873.0,17873.0,https://pypi.org/project/onnx,2693215.0,2714821.0,https://anaconda.org/conda-forge/onnx,2023-07-12 10:54:40.179,810673.0,,,,,1.0,19166.0,,,,,,,,,,,,,,
27,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-08-24 06:55:53.000000,2023-08-24 06:55:53,7366.0,69.0,2876.0,279.0,3378.0,200.0,2831.0,13098.0,Network Analysis in Python.,663.0,42,False,2023-04-04 20:05:38,networkx-3.1,52.0,networkx,conda-forge/networkx,,,,179972.0,179972.0,https://pypi.org/project/networkx,26743406.0,26900660.0,https://anaconda.org/conda-forge/networkx,2023-06-16 13:18:51.990,12894833.0,,,,,1.0,65.0,,,,,,,,,,,,,,
28,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2023-08-24 14:15:28.000000,2023-08-23 21:52:34,14945.0,360.0,1281.0,154.0,5901.0,518.0,3529.0,12637.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",190.0,42,True,2023-08-18 01:40:01,2.11.4,181.0,prefect,conda-forge/prefect,,,,3626.0,3626.0,https://pypi.org/project/prefect,663800.0,676694.0,https://anaconda.org/conda-forge/prefect,2023-08-04 02:48:48.005,502872.0,,,,,1.0,,,,,,,,,,,,,,,
29,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-08-24 13:08:52.000000,2023-08-24 11:23:14,30691.0,466.0,4674.0,347.0,9790.0,1411.0,7912.0,11618.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1521.0,42,True,2023-08-17 23:02:23,1.11.2,81.0,scipy,conda-forge/scipy,,,,10.0,10.0,https://pypi.org/project/scipy,61643647.0,62888693.0,https://anaconda.org/conda-forge/scipy,2023-08-20 07:05:06.617,40957551.0,,,,,1.0,379246.0,,-7.0,,,,,,,,,,,,
30,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-08-24 13:59:02.000000,2023-08-23 13:25:49,4497.0,51.0,1939.0,1702.0,4314.0,209.0,2519.0,11128.0,WebGL2 powered visualization framework.,234.0,42,True,2023-08-18 06:57:43,8.9.25,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],6401.0,6401.0,https://pypi.org/project/pydeck,1407374.0,1866506.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,427730.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,448948.0,,,,,,,,,
31,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-08-24 01:09:06.000000,2023-08-24 01:09:05,3161.0,14.0,1693.0,256.0,1020.0,124.0,2237.0,11022.0,Statistical data visualization in Python.,198.0,42,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,293664.0,293664.0,https://pypi.org/project/seaborn,9877165.0,9963819.0,https://anaconda.org/conda-forge/seaborn,2023-06-16 13:21:42.625,7278784.0,,,,,1.0,260.0,,,,,,,,,,,,,,
32,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-08-22 14:15:36.000000,2023-08-22 11:04:02,3547.0,46.0,700.0,150.0,1249.0,178.0,1651.0,8435.0,Declarative statistical visualization library for Python.,157.0,42,True,2023-05-26 21:55:53,5.0.1,23.0,altair,conda-forge/altair,,,,69338.0,69338.0,https://pypi.org/project/altair,14211494.0,14309916.0,https://anaconda.org/conda-forge/altair,2023-07-12 14:27:15.237,1968454.0,,,,,1.0,76.0,,,,,,,,,,,,,,
33,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-08-21 18:06:34.000000,2023-08-21 18:02:12,13668.0,109.0,2086.0,187.0,4217.0,513.0,1986.0,5551.0,Image processing in Python.,625.0,42,False,2023-06-02 05:03:22,0.21.0,22.0,scikit-image,conda-forge/scikit-image,,,,151544.0,151544.0,https://pypi.org/project/scikit-image,8118776.0,8262499.0,https://anaconda.org/conda-forge/scikit-image,2023-07-08 14:10:33.891,5461477.0,,,,,1.0,,,,,,,,,,,,,,,
34,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-08-24 11:51:44.000000,2023-08-24 00:12:18,1753.0,212.0,3202.0,301.0,2047.0,690.0,1264.0,27880.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",231.0,41,True,2023-08-18 22:29:18,0.10.1,53.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],3388.0,3388.0,https://pypi.org/project/deepspeed,520105.0,520501.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,17042.0,1.0,,,9.0,,,,,,,,,,,,
35,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-08-23 14:23:34.000000,2023-08-23 14:23:26,2486.0,135.0,2902.0,258.0,666.0,1436.0,851.0,19960.0,A game theoretic approach to explain the output of any machine learning model.,220.0,41,True,2023-07-15 11:15:28,0.42.1,49.0,shap,conda-forge/shap,,,,12877.0,12877.0,https://pypi.org/project/shap,7000428.0,7064515.0,https://anaconda.org/conda-forge/shap,2023-07-26 09:30:41.606,2050796.0,,,,,1.0,,,,,,,shap/shap,,,,,,,,
36,Rasa,RasaHQ/rasa,nlp,,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000,2023-08-24 10:44:27.000000,2023-08-22 08:27:29,32446.0,466.0,4257.0,346.0,6089.0,1.0,6642.0,16902.0,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",591.0,41,True,2023-08-23 16:41:56,3.6.6,100.0,rasa,,,,['tensorflow'],3614.0,3614.0,https://pypi.org/project/rasa,104375.0,104375.0,,,,,,,,1.0,,,,,,,,,,,,,,,
37,gensim,RaRe-Technologies/gensim,nlp,,https://github.com/RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,LGPL-2.1,2011-02-10 07:43:04.000,2023-08-24 13:43:13.000000,2023-08-24 13:43:08,4502.0,33.0,4149.0,434.0,1675.0,371.0,1440.0,14582.0,Topic Modelling for Humans.,447.0,41,True,2023-08-24 08:44:46,4.3.2,43.0,gensim,conda-forge/gensim,,,,49334.0,49334.0,https://pypi.org/project/gensim,3775705.0,3814396.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1120701.0,,,,,1.0,4450.0,,,,,,,,,,,,,,
38,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-08-24 13:58:39.000000,2023-08-24 07:16:43,8945.0,201.0,1059.0,135.0,5125.0,554.0,3870.0,11895.0,Data Version Control | Git for Data & Models | ML Experiments Management.,285.0,41,True,2023-08-22 23:08:42,3.16.0,266.0,dvc,conda-forge/dvc,,,,9100.0,9100.0,https://pypi.org/project/dvc,748149.0,795299.0,https://anaconda.org/conda-forge/dvc,2023-08-23 01:15:21.107,1671458.0,,,,,1.0,37990.0,,,,,,,dvc,dvc,dvc,,,,,
39,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-08-24 14:18:04.000000,2023-08-18 20:23:41,7841.0,69.0,1596.0,214.0,5415.0,779.0,4017.0,11320.0,Parallel computing with task scheduling.,584.0,41,True,,,153.0,dask,conda-forge/dask,,,,51995.0,51995.0,https://pypi.org/project/dask,9392494.0,9644950.0,https://anaconda.org/conda-forge/dask,2023-08-18 22:28:14.439,9845785.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
40,Dagster,dagster-io/dagster,data-pipelines,,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000,2023-08-24 14:17:07.000000,2023-08-24 14:17:06,15440.0,882.0,1003.0,100.0,9581.0,1592.0,4218.0,8247.0,"An orchestration platform for the development, production, and observation of data assets.",335.0,41,True,2023-08-18 18:28:03,1.4.7,153.0,dagster,conda-forge/dagster,,,,1430.0,1430.0,https://pypi.org/project/dagster,602714.0,627991.0,https://anaconda.org/conda-forge/dagster,2023-08-20 19:11:54.345,985825.0,,,,,1.0,,,,,,,,,,,,,,,
41,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-08-24 14:32:53.000000,2023-08-24 14:32:51,5725.0,356.0,525.0,54.0,3480.0,693.0,1986.0,7123.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,154.0,41,True,2023-08-01 21:13:51,0.15.8,100.0,wandb,conda-forge/wandb,,,,28170.0,28170.0,https://pypi.org/project/wandb,5602959.0,5611983.0,https://anaconda.org/conda-forge/wandb,2023-08-03 02:01:41.391,333891.0,,,,,1.0,,,6.0,,,,wandb/wandb,,,,,,,,
