,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
14,Celery,celery/celery,data-pipelines,,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24.000,2023-08-08 22:17:58.000000,2023-08-08 22:17:58,12275.0,87.0,4349.0,481.0,3009.0,567.0,4328.0,21993.0,Asynchronous task queue/job queue based on distributed message passing.,1297.0,44,False,2023-06-18 14:18:25,5.3.1,42.0,celery,conda-forge/celery,,,,108382.0,108382.0,https://pypi.org/project/celery,7397832.0,7433270.0,https://anaconda.org/conda-forge/celery,2023-06-22 15:12:17.099,1346649.0,,,,,1.0,,,,,,,,,,,,,,,
15,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2023-08-10 12:11:44.000000,2023-08-10 12:11:44,4471.0,469.0,3384.0,291.0,6052.0,995.0,2048.0,14967.0,Open source platform for the machine learning lifecycle.,610.0,44,True,2023-07-17 08:47:14,2.5.0,72.0,mlflow,conda-forge/mlflow,,,,22449.0,22449.0,https://pypi.org/project/mlflow,13811270.0,13848980.0,https://anaconda.org/conda-forge/mlflow,2023-07-18 00:01:43.462,1433017.0,,,,,1.0,,,,,,,,,,,,,,,
16,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,,2010-04-30 20:37:14.000,2023-08-10 11:58:05.000000,2023-08-08 17:20:02,54652.0,423.0,3912.0,291.0,12532.0,4198.0,8449.0,11167.0,A computer algebra system written in pure Python.,1233.0,44,False,2023-05-10 18:09:23,sympy-1.12,45.0,sympy,conda-forge/sympy,,,,74585.0,74585.0,https://pypi.org/project/sympy,9554050.0,9604127.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,3991085.0,,,,,1.0,508605.0,,,,,,,,,,,,,,
17,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-08-10 09:14:45.000000,2023-06-30 11:52:22,15089.0,38.0,2562.0,277.0,3797.0,2481.0,2689.0,8745.0,Statsmodels: statistical modeling and econometrics in Python.,414.0,44,True,2023-05-05 10:52:12,0.14.0,25.0,statsmodels,conda-forge/statsmodels,,,,99649.0,99649.0,https://pypi.org/project/statsmodels,11170599.0,11297091.0,https://anaconda.org/conda-forge/statsmodels,2023-06-16 13:16:44.091,10878363.0,,,,,1.0,29.0,,,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-08-10 13:40:59.000000,2023-08-10 13:40:59,6486.0,137.0,8075.0,913.0,4573.0,307.0,4569.0,24451.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",619.0,43,True,2023-06-19 01:38:37,1.7.6,51.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,63590.0,63590.0,https://pypi.org/project/xgboost,10255719.0,10368148.0,https://anaconda.org/conda-forge/xgboost,2023-08-05 01:52:21.106,4157649.0,,,,,1.0,6894.0,,,,,,,,,,,,,,
19,jax,google/jax,ml-frameworks,,https://github.com/google/jax,https://github.com/google/jax,Apache-2.0,2018-10-25 21:25:02.000,2023-08-10 13:30:46.000000,2023-08-10 13:30:40,16978.0,903.0,2184.0,315.0,10591.0,1178.0,3207.0,24116.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",564.0,43,True,2023-07-27 23:20:52,jax-v0.4.14,79.0,jax,conda-forge/jaxlib,,,,16274.0,16274.0,https://pypi.org/project/jax,2875037.0,2897985.0,https://anaconda.org/conda-forge/jaxlib,2023-07-30 18:45:00.131,872049.0,,,,,1.0,,,,,,,,,,,,,,,
20,LightGBM,microsoft/LightGBM,ml-frameworks,,https://github.com/microsoft/LightGBM,https://github.com/microsoft/LightGBM,MIT,2016-08-05 05:45:50.000,2023-08-10 11:32:44.000000,2023-08-04 19:02:09,3313.0,44.0,3640.0,443.0,2954.0,278.0,2784.0,15348.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision..",286.0,43,True,2023-07-13 18:43:08,4.0.0,28.0,lightgbm,conda-forge/lightgbm,,,,24076.0,24076.0,https://pypi.org/project/lightgbm,6444650.0,6501813.0,https://anaconda.org/conda-forge/lightgbm,2023-07-14 13:55:17.383,1909856.0,,,,,1.0,197350.0,,,,,,,,,,,,,,
21,Tensorboard,tensorflow/tensorboard,ml-experiments,,https://github.com/tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,Apache-2.0,2017-05-15 20:08:07.000,2023-08-10 14:12:40.000000,2023-08-09 22:17:38,5620.0,132.0,1546.0,191.0,4734.0,584.0,1200.0,6321.0,TensorFlows Visualization Toolkit.,305.0,43,True,2023-08-08 22:34:52,2.14.0,53.0,tensorboard,conda-forge/tensorboard,,,['tensorflow'],182092.0,182092.0,https://pypi.org/project/tensorboard,18686624.0,18796790.0,https://anaconda.org/conda-forge/tensorboard,2023-08-09 15:42:17.420,4186321.0,,,,,1.0,,,,,,,,,,,,,,,
22,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-08-10 13:40:50.000000,2023-08-07 16:00:31,8331.0,134.0,18480.0,1919.0,6518.0,279.0,11500.0,59007.0,Deep Learning for humans.,1199.0,42,True,2023-06-27 23:42:33,2.13.1,51.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],4.0,4.0,https://pypi.org/project/keras,10525069.0,10608778.0,https://anaconda.org/conda-forge/keras,2023-07-28 12:24:35.264,3180969.0,,,,,2.0,,,,,,,,,,,,,,,
23,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2023-08-10 14:26:37.000000,2023-08-10 14:11:26,5504.0,401.0,1384.0,130.0,2238.0,372.0,2178.0,20799.0,"Wrap UIs around any model, share with anyone.",188.0,42,True,2023-07-26 21:14:51,3.39.0,100.0,gradio,,,,,11272.0,11272.0,https://pypi.org/project/gradio,3881971.0,3881971.0,,,,,,,,1.0,,,9.0,,,,,,,,,,,,
24,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2023-08-10 13:57:04.000000,2023-08-10 12:32:37,42953.0,1252.0,5086.0,727.0,38887.0,1082.0,16022.0,20715.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1076.0,42,True,2023-07-25 11:09:59,2.5.0,60.0,paddlepaddle,,,,['paddle'],274.0,274.0,https://pypi.org/project/paddlepaddle,158713.0,158895.0,,,,,,,,2.0,15356.0,,,,,,,,,,,,,,
25,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-08-10 11:53:12.000000,2023-08-09 23:13:42,20184.0,87.0,4018.0,445.0,5781.0,727.0,6643.0,17832.0,"Interactive Data Visualization in the browser, from Python.",665.0,42,True,,,52.0,bokeh,conda-forge/bokeh,,,,73755.0,73755.0,https://pypi.org/project/bokeh,3508306.0,3829179.0,https://anaconda.org/conda-forge/bokeh,2023-07-20 14:00:10.384,12193209.0,,,,,1.0,,,,,,,,,,,,,,,
26,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2023-08-10 09:48:20.000000,2023-08-10 09:18:09,2465.0,113.0,3480.0,432.0,2874.0,312.0,2133.0,15282.0,Open standard for machine learning interoperability.,291.0,42,True,2023-05-05 16:35:02,1.14.0,25.0,onnx,conda-forge/onnx,,,,17478.0,17478.0,https://pypi.org/project/onnx,2759333.0,2780694.0,https://anaconda.org/conda-forge/onnx,2023-07-12 10:54:40.179,801373.0,,,,,1.0,19141.0,,,,,,,,,,,,,,
27,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,,2010-09-06 00:53:44.000,2023-08-09 15:35:42.000000,2023-08-04 19:43:45,7353.0,72.0,2869.0,281.0,3366.0,194.0,2824.0,13012.0,Network Analysis in Python.,660.0,42,False,2023-04-04 20:05:38,networkx-3.1,52.0,networkx,conda-forge/networkx,,,,176079.0,176079.0,https://pypi.org/project/networkx,26561882.0,26716707.0,https://anaconda.org/conda-forge/networkx,2023-06-16 13:18:51.990,12695663.0,,,,,1.0,65.0,,,,,,,,,,,,,,
28,Prefect,PrefectHQ/prefect,data-pipelines,,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000,2023-08-10 13:12:01.000000,2023-08-07 20:43:13,14897.0,421.0,1263.0,153.0,5835.0,516.0,3489.0,12519.0,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines.",187.0,42,True,2023-08-03 20:28:47,2.11.3,181.0,prefect,conda-forge/prefect,,,,3520.0,3520.0,https://pypi.org/project/prefect,691071.0,703748.0,https://anaconda.org/conda-forge/prefect,2023-08-04 02:48:48.005,494412.0,,,,,1.0,,,,,,,,,,,,,,,
29,pydeck,visgl/deck.gl,geospatial-data,,https://github.com/visgl/deck.gl,https://github.com/visgl/deck.gl,MIT,2015-12-15 08:38:29.000,2023-08-10 14:03:17.000000,2023-08-07 16:34:48,4491.0,52.0,1938.0,1704.0,4306.0,204.0,2510.0,11087.0,WebGL2 powered visualization framework.,233.0,42,True,2023-08-03 19:35:03,8.9.23,100.0,pydeck,conda-forge/pydeck,,,['jupyter'],6329.0,6329.0,https://pypi.org/project/pydeck,1445025.0,1911654.0,https://anaconda.org/conda-forge/pydeck,2023-06-16 19:17:51.392,421814.0,,,,,1.0,,,,deck.gl,https://www.npmjs.com/package/deck.gl,456586.0,,,,,,,,,
30,Seaborn,mwaskom/seaborn,data-viz,,https://github.com/mwaskom/seaborn,https://github.com/mwaskom/seaborn,BSD-3-Clause,2012-06-18 18:41:19.000,2023-08-09 00:56:45.000000,2023-08-09 00:56:45,3157.0,13.0,1690.0,256.0,1018.0,123.0,2232.0,10972.0,Statistical data visualization in Python.,198.0,42,True,2022-12-30 19:12:05,0.12.2,33.0,seaborn,conda-forge/seaborn,,,,289122.0,289122.0,https://pypi.org/project/seaborn,9932603.0,10018173.0,https://anaconda.org/conda-forge/seaborn,2023-06-16 13:21:42.625,7187788.0,,,,,1.0,258.0,,,,,,,,,,,,,,
31,Altair,altair-viz/altair,data-viz,,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000,2023-08-10 05:15:56.000000,2023-08-10 05:15:55,3535.0,43.0,698.0,150.0,1238.0,178.0,1648.0,8411.0,Declarative statistical visualization library for Python.,156.0,42,True,2023-05-26 21:55:53,5.0.1,23.0,altair,conda-forge/altair,,,,67494.0,67494.0,https://pypi.org/project/altair,13757540.0,13854932.0,https://anaconda.org/conda-forge/altair,2023-07-12 14:27:15.237,1947850.0,,,,,1.0,74.0,,,,,,,,,,,,,,
32,scikit-image,scikit-image/scikit-image,image,,https://github.com/scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,,2011-07-07 22:07:20.000,2023-08-09 14:11:40.000000,2023-08-07 14:03:17,13658.0,132.0,2084.0,187.0,4205.0,511.0,1985.0,5536.0,Image processing in Python.,621.0,42,False,2023-06-02 05:03:22,0.21.0,22.0,scikit-image,conda-forge/scikit-image,,,,150174.0,150174.0,https://pypi.org/project/scikit-image,7872004.0,8014264.0,https://anaconda.org/conda-forge/scikit-image,2023-07-08 14:10:33.891,5405913.0,,,,,1.0,,,,,,,,,,,,,,,
33,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,Apache-2.0,2020-01-23 18:35:18.000,2023-08-10 11:16:49.000000,2023-08-09 23:44:22,1724.0,200.0,3165.0,301.0,2010.0,802.0,1112.0,27584.0,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",229.0,41,True,2023-07-17 17:55:55,0.10.0,52.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],2074.0,2074.0,https://pypi.org/project/deepspeed,488188.0,488583.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-09-02 00:25:31.275782,3.0,16985.0,1.0,,,9.0,,,,,,,,,,,,
34,shap,slundberg/shap,interpretability,,https://github.com/shap/shap,https://github.com/shap/shap,MIT,2016-11-22 19:17:08.000,2023-08-08 14:26:23.000000,2023-08-08 14:26:13,2471.0,155.0,2892.0,256.0,648.0,1434.0,844.0,19879.0,A game theoretic approach to explain the output of any machine learning model.,218.0,41,True,2023-07-15 11:15:28,0.42.1,49.0,shap,conda-forge/shap,,,,12659.0,12659.0,https://pypi.org/project/shap,6941296.0,7004840.0,https://anaconda.org/conda-forge/shap,2023-07-26 09:30:41.606,2033422.0,,,,,1.0,,,,,,,shap/shap,,,,,,,,
35,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2023-08-10 10:23:28.000000,2023-08-10 10:23:27,8917.0,218.0,1060.0,137.0,5095.0,562.0,3848.0,11842.0,Data Version Control | Git for Data & Models | ML Experiments Management.,285.0,41,True,2023-08-10 01:52:55,3.14.0,261.0,dvc,conda-forge/dvc,,,,8863.0,8863.0,https://pypi.org/project/dvc,672713.0,719426.0,https://anaconda.org/conda-forge/dvc,2023-08-10 04:34:33.687,1662151.0,,,,,1.0,35677.0,,,,,,,dvc,dvc,dvc,,,,,
36,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-08-10 10:01:56.000000,2023-08-10 10:01:55,30601.0,499.0,4648.0,346.0,9745.0,1397.0,7887.0,11557.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1508.0,41,True,2023-06-28 22:31:33,1.11.1,80.0,scipy,conda-forge/scipy,,,,4.0,4.0,https://pypi.org/project/scipy,60332841.0,61564959.0,https://anaconda.org/conda-forge/scipy,2023-06-29 03:20:27.591,40531233.0,,,,,1.0,378286.0,,-8.0,,,,,,,,,,,,
37,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2023-08-08 16:10:13.000000,2023-08-04 18:08:23,7834.0,96.0,1594.0,214.0,5405.0,778.0,4011.0,11275.0,Parallel computing with task scheduling.,583.0,41,True,,,152.0,dask,conda-forge/dask,,,,51614.0,51614.0,https://pypi.org/project/dask,8446366.0,8695282.0,https://anaconda.org/conda-forge/dask,2023-08-05 02:08:21.831,9707747.0,,,,,1.0,,stable/dask,,,,,,,,,,,,,
38,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2023-08-10 14:25:09.000000,2023-08-10 12:46:54,5644.0,306.0,516.0,53.0,3374.0,683.0,1977.0,7060.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,154.0,41,True,2023-08-01 21:13:51,0.15.8,100.0,wandb,conda-forge/wandb,,,,27440.0,27440.0,https://pypi.org/project/wandb,3604204.0,3612855.0,https://anaconda.org/conda-forge/wandb,2023-08-03 02:01:41.391,320115.0,,,,,1.0,,,,,,,wandb/wandb,,,,,,,,
39,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-08-10 14:20:39.000000,2023-08-10 11:53:00,5663.0,158.0,2286.0,298.0,3557.0,647.0,2846.0,26441.0,Streamlit A faster way to build and share data apps.,192.0,40,True,2023-07-20 22:07:55,1.25.0,62.0,streamlit,,,,,921.0,921.0,https://pypi.org/project/streamlit,2159983.0,2159983.0,,,,,,,,1.0,,,,,,,,,,,,,,,
40,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2023-08-10 07:27:18.000000,2023-07-25 15:55:07,6953.0,158.0,1836.0,414.0,975.0,721.0,825.0,19107.0,Data Apps & Dashboards for Python. No JavaScript Required.,139.0,40,True,2023-06-29 20:21:49,2.11.1,97.0,dash,conda-forge/dash,,,,50015.0,50015.0,https://pypi.org/project/dash,2017928.0,2045565.0,https://anaconda.org/conda-forge/dash,2023-07-01 05:39:11.946,1050209.0,,,,,1.0,,,,,,,,,,,,,,,
41,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000,2023-08-09 10:14:40.467695,2023-08-09 09:46:40,8424.0,113.0,2104.0,201.0,4080.0,11.0,1877.0,18949.0,"Multimodal AI services & pipelines with cloud-native stack: gRPC, Kubernetes, Docker, OpenTelemetry, Prometheus,..",171.0,40,True,2023-08-04 08:59:51,3.20.0,100.0,jina,conda-forge/jina-core,jinaai/jina,,,865.0,865.0,https://pypi.org/project/jina,323591.0,355770.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,52753.0,https://hub.docker.com/r/jinaai/jina,2023-08-09 10:14:40.467695,8.0,1255233.0,2.0,,,,,,,,,,,,,,,
